employee_id,first_name,last_name,department,job_title,state,city,salary,benchmark_low,benchmark_mid,benchmark_high,salary_vs_market_pct,salary_band,source
EMP02700,Craig,Perry,Operations,Operations Manager,New York,Buffalo,101032,65000.0,98000.0,155000.0,3.1,At Market,static
EMP02701,Kevin,Clark,Customer Service,Support Specialist,New York,Rochester,64522,58703.0,61705.0,64849.0,4.6,At Market,internal_quartiles
EMP02702,Yvette,Howard,Operations,Inventory Specialist,New York,Rochester,62769,58011.0,61491.0,64608.0,2.1,At Market,internal_quartiles
EMP02703,Michael,Moore,Sales,Sales Consultant,Illinois,Chicago,109222,76535.0,86126.0,94266.0,26.8,Above Market,internal_quartiles
EMP02704,Michele,Gordon,Customer Service,Support Specialist,New York,Rochester,55467,58703.0,61705.0,64849.0,-10.1,Below Market,internal_quartiles
EMP02705,Bryce,Jordan,Operations,Logistics Coordinator,New York,Buffalo,54462,59519.0,62932.0,66876.0,-13.5,Below Market,internal_quartiles
EMP02706,Jeremy,Hoffman,Customer Service,Support Specialist,New York,New York City,68868,58703.0,61705.0,64849.0,11.6,Above Market,internal_quartiles
EMP02707,Jonathan,Peterson,Customer Service,Help Desk Technician,New York,New York City,75914,63087.0,72206.0,80071.0,5.1,At Market,internal_quartiles
EMP02708,Kayla,Carrillo,Operations,Logistics Coordinator,Michigan,Warren,55324,59519.0,62932.0,66876.0,-12.1,Below Market,internal_quartiles
EMP02709,Joseph,Hernandez,Sales,Sales Consultant,Michigan,Grand Rapids,87805,76535.0,86126.0,94266.0,1.9,At Market,internal_quartiles
EMP02710,Morgan,Munoz,Finance,Accounts Payable Specialist,Michigan,Detroit,54083,58859.0,62109.0,65770.0,-12.9,Below Market,internal_quartiles
EMP02711,Jasmine,House,Operations,Logistics Coordinator,New York,Buffalo,62051,59519.0,62932.0,66876.0,-1.4,At Market,internal_quartiles
EMP02712,Lauren,Estes,IT,Software Developer,Ohio,Cleveland,104637,85840.0,92899.0,100894.0,12.6,Above Market,internal_quartiles
EMP02713,Daniel,Rodriguez,Marketing,SEO Specialist,New York,Rochester,80214,63882.0,72329.0,81352.0,10.9,Above Market,internal_quartiles
EMP02714,Chelsea,Garrison,Operations,Logistics Coordinator,New York,Rochester,63647,59519.0,62932.0,66876.0,1.1,At Market,internal_quartiles
EMP02715,Madison,Williams,IT,Software Developer,New York,New York City,85759,85840.0,92899.0,100894.0,-7.7,At Market,internal_quartiles
EMP02716,Gary,Wilson,Sales,Sales Specialist,New York,Buffalo,78653,66553.0,75297.0,82716.0,4.5,At Market,internal_quartiles
EMP02717,Rhonda,Moore,Marketing,SEO Specialist,New York,New York City,76150,63882.0,72329.0,81352.0,5.3,At Market,internal_quartiles
EMP02718,Jean,Gill,Operations,Logistics Coordinator,New York,New York City,68449,59519.0,62932.0,66876.0,8.8,At Market,internal_quartiles
EMP02719,Jessica,Garcia,Finance,Accounts Payable Specialist,New York,Buffalo,54117,58859.0,62109.0,65770.0,-12.9,Below Market,internal_quartiles
EMP02720,Michael,Fuentes,Sales,Sales Consultant,New York,Buffalo,108594,76535.0,86126.0,94266.0,26.1,Above Market,internal_quartiles
EMP02721,Melinda,Gonzales,Sales,Sales Representative,New York,New York City,73921,62701.0,68153.0,74920.0,8.5,At Market,internal_quartiles
EMP02722,Kayla,Smith,Sales,Sales Representative,New York,New York City,78982,62701.0,68153.0,74920.0,15.9,Above Market,internal_quartiles
EMP02723,Lisa,Peterson,Sales,Sales Consultant,New York,Rochester,84658,76535.0,86126.0,94266.0,-1.7,At Market,internal_quartiles
EMP02724,George,Adams,Operations,Inventory Specialist,New York,Rochester,59207,58011.0,61491.0,64608.0,-3.7,At Market,internal_quartiles
EMP02725,Kari,Ward,Sales,Sales Consultant,New York,Buffalo,93779,76535.0,86126.0,94266.0,8.9,At Market,internal_quartiles
EMP02726,John,Mullins,Customer Service,Support Specialist,New York,New York City,64709,58703.0,61705.0,64849.0,4.9,At Market,internal_quartiles
EMP02727,Robert,Perez,IT,Software Developer,New York,New York City,78871,85840.0,92899.0,100894.0,-15.1,Below Market,internal_quartiles
EMP02728,Roy,Hardin,Operations,Inventory Specialist,New York,Buffalo,66911,58011.0,61491.0,64608.0,8.8,At Market,internal_quartiles
EMP02729,Stephen,Phelps,Finance,Accounts Payable Specialist,New York,Rochester,67384,58859.0,62109.0,65770.0,8.5,At Market,internal_quartiles
EMP02730,Evelyn,Acevedo,Sales,Sales Representative,New York,Buffalo,54252,62701.0,68153.0,74920.0,-20.4,Below Market,internal_quartiles
EMP02731,Dustin,Smith,Operations,Operations Analyst,Michigan,Detroit,52927,65500.0,73677.0,81564.0,-28.2,Below Market,internal_quartiles
EMP02732,Zachary,Jones,Customer Service,Help Desk Technician,New York,Rochester,72123,63087.0,72206.0,80071.0,-0.1,At Market,internal_quartiles
EMP02733,Leroy,Holden,Sales,Sales Specialist,New York,New York City,87360,66553.0,75297.0,82716.0,16.0,Above Market,internal_quartiles
EMP02734,Ryan,Long,Operations,Inventory Specialist,New York,Rochester,59233,58011.0,61491.0,64608.0,-3.7,At Market,internal_quartiles
EMP02735,Donna,May,Marketing,Marketing Coordinator,New York,Buffalo,72038,63341.0,69022.0,74031.0,4.4,At Market,internal_quartiles
EMP02736,Autumn,Levine,IT,IT Support Specialist,New York,Buffalo,64157,58138.0,61217.0,64372.0,4.8,At Market,internal_quartiles
EMP02737,Lauren,Liu,IT,Software Developer,New York,New York City,77990,85840.0,92899.0,100894.0,-16.0,Below Market,internal_quartiles
EMP02738,Robert,Blackwell,Marketing,Content Creator,New York,Rochester,66824,57959.0,60814.0,64409.0,9.9,At Market,internal_quartiles
EMP02739,Angela,Torres,Operations,Operations Analyst,New York,Rochester,93734,65500.0,73677.0,81564.0,27.2,Above Market,internal_quartiles
EMP02740,Lee,Cooper,Operations,Logistics Coordinator,New York,Buffalo,72362,59519.0,62932.0,66876.0,15.0,Above Market,internal_quartiles
EMP02741,Joshua,Rose,Sales,Sales Representative,New York,Rochester,75968,62701.0,68153.0,74920.0,11.5,Above Market,internal_quartiles
EMP02742,Dylan,Powell,Sales,Sales Consultant,New York,Rochester,106062,76535.0,86126.0,94266.0,23.1,Above Market,internal_quartiles
EMP02743,Jamie,Stephens,Sales,Sales Specialist,New York,Rochester,66861,66553.0,75297.0,82716.0,-11.2,Below Market,internal_quartiles
EMP02744,Christine,Ramos,Sales,Sales Representative,Michigan,Warren,64917,62701.0,68153.0,74920.0,-4.7,At Market,internal_quartiles
EMP02745,Pam,Harrington,Sales,Sales Consultant,Virginia,Richmond,89220,76535.0,86126.0,94266.0,3.6,At Market,internal_quartiles
EMP02746,Kimberly,Ibarra,Customer Service,Support Specialist,Michigan,Grand Rapids,58461,58703.0,61705.0,64849.0,-5.3,At Market,internal_quartiles
EMP02747,Benjamin,Cook,Operations,Inventory Specialist,Michigan,Grand Rapids,55604,58011.0,61491.0,64608.0,-9.6,At Market,internal_quartiles
EMP02748,Jennifer,Hobbs,Operations,Inventory Specialist,Pennsylvania,Allentown,62459,58011.0,61491.0,64608.0,1.6,At Market,internal_quartiles
EMP02749,Victoria,Campbell,Operations,Logistics Coordinator,Pennsylvania,Allentown,74343,59519.0,62932.0,66876.0,18.1,Above Market,internal_quartiles
EMP02750,William,Collins,Operations,Logistics Coordinator,Michigan,Detroit,63044,59519.0,62932.0,66876.0,0.2,At Market,internal_quartiles
EMP02751,Katherine,Moore,Operations,Logistics Coordinator,Michigan,Detroit,60257,59519.0,62932.0,66876.0,-4.3,At Market,internal_quartiles
EMP02752,Pamela,Fernandez,Finance,Accountant,New York,Rochester,65182,50000.0,78000.0,120000.0,-16.4,Below Market,static
EMP02753,John,Schroeder,Customer Service,Support Specialist,Pennsylvania,Pittsburgh,61147,58703.0,61705.0,64849.0,-0.9,At Market,internal_quartiles
EMP02754,Roberto,Wagner,Operations,Inventory Specialist,New York,New York City,55792,58011.0,61491.0,64608.0,-9.3,At Market,internal_quartiles
EMP02755,Brian,Watson,Operations,Logistics Coordinator,New York,New York City,63699,59519.0,62932.0,66876.0,1.2,At Market,internal_quartiles
EMP02756,William,Martinez,Customer Service,Help Desk Technician,New York,New York City,61236,63087.0,72206.0,80071.0,-15.2,Below Market,internal_quartiles
EMP02757,Debra,Martinez,IT,IT Support Specialist,Pennsylvania,Philadelphia,65805,58138.0,61217.0,64372.0,7.5,At Market,internal_quartiles
EMP02758,Ashley,Smith,Operations,Operations Analyst,North Carolina,Greensboro,81842,65500.0,73677.0,81564.0,11.1,Above Market,internal_quartiles
EMP02759,Tonya,Trujillo,Customer Service,Customer Service Representative,Michigan,Detroit,53129,57893.0,61136.0,64448.0,-13.1,Below Market,internal_quartiles
EMP02760,Ariana,Kline,Customer Service,Help Desk Technician,New York,New York City,70849,63087.0,72206.0,80071.0,-1.9,At Market,internal_quartiles
EMP02761,Elizabeth,Richard,Sales,Sales Representative,New York,Buffalo,56520,62701.0,68153.0,74920.0,-17.1,Below Market,internal_quartiles
EMP02762,Michael,Mitchell,Marketing,Marketing Coordinator,Michigan,Detroit,80905,63341.0,69022.0,74031.0,17.2,Above Market,internal_quartiles
EMP02763,Lisa,Armstrong,Customer Service,Customer Service Representative,New York,Rochester,61744,57893.0,61136.0,64448.0,1.0,At Market,internal_quartiles
EMP02764,Jennifer,Stone,Customer Service,Support Specialist,New York,Rochester,65709,58703.0,61705.0,64849.0,6.5,At Market,internal_quartiles
EMP02765,Daniel,Black,Operations,Inventory Specialist,Ohio,Cincinnati,61459,58011.0,61491.0,64608.0,-0.1,At Market,internal_quartiles
EMP02766,Mackenzie,Ward,Operations,Logistics Coordinator,New York,Buffalo,64269,59519.0,62932.0,66876.0,2.1,At Market,internal_quartiles
EMP02767,Dwayne,Simmons,Operations,Logistics Coordinator,New York,New York City,58353,59519.0,62932.0,66876.0,-7.3,At Market,internal_quartiles
EMP02768,Christopher,Brown,Operations,Inventory Specialist,New York,New York City,61350,58011.0,61491.0,64608.0,-0.2,At Market,internal_quartiles
EMP02769,David,Lewis,IT,Software Developer,New York,New York City,81029,85840.0,92899.0,100894.0,-12.8,Below Market,internal_quartiles
EMP02770,Mike,Fox,Customer Service,Support Specialist,North Carolina,Greensboro,63370,58703.0,61705.0,64849.0,2.7,At Market,internal_quartiles
EMP02771,Angelica,Maxwell,Operations,Logistics Coordinator,Michigan,Grand Rapids,76759,59519.0,62932.0,66876.0,22.0,Above Market,internal_quartiles
EMP02772,Joseph,Porter,HR,HR Coordinator,New York,Rochester,66799,58623.0,62837.0,66760.0,6.3,At Market,internal_quartiles
EMP02773,Wendy,Barker,Operations,Inventory Specialist,New York,Buffalo,69086,58011.0,61491.0,64608.0,12.4,Above Market,internal_quartiles
EMP02774,Jessica,Butler,IT,Software Developer,Pennsylvania,Allentown,102281,85840.0,92899.0,100894.0,10.1,Above Market,internal_quartiles
EMP02775,Drew,Martinez,Finance,Accountant,New York,Buffalo,64268,50000.0,78000.0,120000.0,-17.6,Below Market,static
EMP02776,Stephen,Faulkner,Customer Service,Customer Service Representative,Illinois,Naperville,66532,57893.0,61136.0,64448.0,8.8,At Market,internal_quartiles
EMP02777,Michelle,Wilson,Sales,Sales Specialist,Ohio,Cincinnati,85731,66553.0,75297.0,82716.0,13.9,Above Market,internal_quartiles
EMP02778,Stanley,Johnson,Finance,Accountant,New York,New York City,71062,50000.0,78000.0,120000.0,-8.9,At Market,static
EMP02779,Sherry,Wood,Customer Service,Help Desk Technician,North Carolina,Raleigh,69166,63087.0,72206.0,80071.0,-4.2,At Market,internal_quartiles
EMP02780,Carolyn,Ortiz,Customer Service,Support Specialist,New York,Rochester,61295,58703.0,61705.0,64849.0,-0.7,At Market,internal_quartiles
EMP02781,Mike,Roberts,Finance,Accounts Payable Specialist,New York,New York City,64996,58859.0,62109.0,65770.0,4.6,At Market,internal_quartiles
EMP02782,Eric,Watson,IT,IT Support Specialist,New York,Rochester,64059,58138.0,61217.0,64372.0,4.6,At Market,internal_quartiles
EMP02783,Kevin,Tucker,IT,System Administrator,Virginia,Virginia Beach,84800,76326.0,85660.0,93246.0,-1.0,At Market,internal_quartiles
EMP02784,Douglas,Bowers,Sales,Sales Specialist,New York,New York City,91797,66553.0,75297.0,82716.0,21.9,Above Market,internal_quartiles
EMP02785,Brandon,Shannon,Operations,Logistics Coordinator,North Carolina,Charlotte,75108,59519.0,62932.0,66876.0,19.3,Above Market,internal_quartiles
EMP02786,Justin,White,Operations,Logistics Coordinator,New York,Rochester,59533,59519.0,62932.0,66876.0,-5.4,At Market,internal_quartiles
EMP02787,Tracy,Martinez,Customer Service,Customer Service Representative,New York,Buffalo,61572,57893.0,61136.0,64448.0,0.7,At Market,internal_quartiles
EMP02788,Carlos,Williams,Sales,Sales Specialist,New York,Buffalo,87683,66553.0,75297.0,82716.0,16.4,Above Market,internal_quartiles
EMP02789,Ashley,Knight,Operations,Logistics Coordinator,New York,New York City,53059,59519.0,62932.0,66876.0,-15.7,Below Market,internal_quartiles
EMP02790,Matthew,Bennett,Customer Service,Help Desk Technician,New York,Buffalo,96944,63087.0,72206.0,80071.0,34.3,Above Market,internal_quartiles
EMP02791,Jennifer,Obrien,Customer Service,Customer Service Representative,New York,Rochester,67495,57893.0,61136.0,64448.0,10.4,Above Market,internal_quartiles
EMP02792,Dillon,Fields,Operations,Inventory Specialist,New York,Buffalo,61609,58011.0,61491.0,64608.0,0.2,At Market,internal_quartiles
EMP02793,Shannon,Cole,IT,IT Support Specialist,New York,Buffalo,64536,58138.0,61217.0,64372.0,5.4,At Market,internal_quartiles
EMP02794,Jessica,Davis,Operations,Operations Analyst,New York,New York City,70383,65500.0,73677.0,81564.0,-4.5,At Market,internal_quartiles
EMP02795,Elizabeth,Ortiz,IT,System Administrator,North Carolina,Raleigh,95367,76326.0,85660.0,93246.0,11.3,Above Market,internal_quartiles
EMP02796,Rachel,Morgan,Operations,Operations Analyst,Michigan,Warren,98499,65500.0,73677.0,81564.0,33.7,Above Market,internal_quartiles
EMP02797,Susan,Wu,HR,Recruiter,Michigan,Grand Rapids,68810,61651.0,65886.0,70161.0,4.4,At Market,internal_quartiles
EMP02798,Joshua,Davis,Sales,Sales Representative,New York,Rochester,73968,62701.0,68153.0,74920.0,8.5,At Market,internal_quartiles
EMP02799,Jasmine,Armstrong,IT,System Administrator,New York,New York City,88982,76326.0,85660.0,93246.0,3.9,At Market,internal_quartiles
EMP02800,Kelsey,Parker,Operations,Inventory Specialist,New York,New York City,61894,58011.0,61491.0,64608.0,0.7,At Market,internal_quartiles
EMP02801,David,Hansen,HR,HR Coordinator,New York,New York City,64428,58623.0,62837.0,66760.0,2.5,At Market,internal_quartiles
EMP02802,Stephanie,Weaver,Operations,Logistics Coordinator,New York,Buffalo,59026,59519.0,62932.0,66876.0,-6.2,At Market,internal_quartiles
EMP02803,Brian,Hudson,Sales,Sales Representative,New York,Rochester,69038,62701.0,68153.0,74920.0,1.3,At Market,internal_quartiles
EMP02804,Karen,Shaw,IT,System Administrator,Michigan,Detroit,92274,76326.0,85660.0,93246.0,7.7,At Market,internal_quartiles
EMP02805,David,Mayer,IT,IT Support Specialist,New York,Rochester,61586,58138.0,61217.0,64372.0,0.6,At Market,internal_quartiles
EMP02806,Suzanne,Hill,Customer Service,Help Desk Technician,New York,New York City,84471,63087.0,72206.0,80071.0,17.0,Above Market,internal_quartiles
EMP02807,John,Thornton,Sales,Sales Consultant,New York,Rochester,98520,76535.0,86126.0,94266.0,14.4,Above Market,internal_quartiles
EMP02808,Bethany,Miller,IT,System Administrator,New York,Rochester,77115,76326.0,85660.0,93246.0,-10.0,At Market,internal_quartiles
EMP02809,Catherine,Morales,Customer Service,Customer Service Manager,New York,New York City,101210,77342.0,84298.0,92631.0,20.1,Above Market,internal_quartiles
EMP02810,Travis,Peck,IT,Software Developer,New York,New York City,105136,85840.0,92899.0,100894.0,13.2,Above Market,internal_quartiles
EMP02811,Samuel,Perry,Finance,Accountant,Pennsylvania,Allentown,63180,50000.0,78000.0,120000.0,-19.0,Below Market,static
EMP02812,Allison,Reyes,Customer Service,Help Desk Technician,New York,Buffalo,61498,63087.0,72206.0,80071.0,-14.8,Below Market,internal_quartiles
EMP02813,Danny,Garcia,IT,IT Support Specialist,North Carolina,Charlotte,61308,58138.0,61217.0,64372.0,0.1,At Market,internal_quartiles
EMP02814,Justin,White,Operations,Logistics Coordinator,Michigan,Warren,67555,59519.0,62932.0,66876.0,7.3,At Market,internal_quartiles
EMP02815,Christopher,Parker,Customer Service,Support Specialist,New York,New York City,53983,58703.0,61705.0,64849.0,-12.5,Below Market,internal_quartiles
EMP02816,Erika,Brown,Operations,Operations Analyst,New York,Rochester,75932,65500.0,73677.0,81564.0,3.1,At Market,internal_quartiles
EMP02817,Howard,Reeves,Operations,Logistics Coordinator,New York,Rochester,56645,59519.0,62932.0,66876.0,-10.0,At Market,internal_quartiles
EMP02818,Peter,Flores,Sales,Sales Representative,Michigan,Warren,56539,62701.0,68153.0,74920.0,-17.0,Below Market,internal_quartiles
EMP02819,Patricia,Scott,Sales,Sales Specialist,Michigan,Grand Rapids,66023,66553.0,75297.0,82716.0,-12.3,Below Market,internal_quartiles
EMP02820,Rachel,Williams,Customer Service,Help Desk Technician,Michigan,Grand Rapids,63098,63087.0,72206.0,80071.0,-12.6,Below Market,internal_quartiles
EMP02821,Karen,Willis,Operations,Inventory Specialist,New York,Buffalo,63051,58011.0,61491.0,64608.0,2.5,At Market,internal_quartiles
EMP02822,William,Gordon,Operations,Logistics Coordinator,Virginia,Norfolk,70443,59519.0,62932.0,66876.0,11.9,Above Market,internal_quartiles
EMP02823,Joseph,Flores,Sales,Sales Specialist,New York,Buffalo,88542,66553.0,75297.0,82716.0,17.6,Above Market,internal_quartiles
EMP02824,Richard,Washington,Operations,Inventory Specialist,New York,Rochester,60874,58011.0,61491.0,64608.0,-1.0,At Market,internal_quartiles
EMP02825,Cynthia,Mcintyre,Sales,Sales Representative,New York,Rochester,66355,62701.0,68153.0,74920.0,-2.6,At Market,internal_quartiles
EMP02826,Joseph,Richmond,IT,Software Developer,New York,Rochester,99651,85840.0,92899.0,100894.0,7.3,At Market,internal_quartiles
EMP02827,Craig,Hines,Operations,Logistics Coordinator,New York,Rochester,66186,59519.0,62932.0,66876.0,5.2,At Market,internal_quartiles
EMP02828,Kristen,Torres,Operations,Logistics Coordinator,New York,New York City,69666,59519.0,62932.0,66876.0,10.7,Above Market,internal_quartiles
EMP02829,Sean,Mathis,IT,Software Developer,New York,New York City,100064,85840.0,92899.0,100894.0,7.7,At Market,internal_quartiles
EMP02830,James,Faulkner,Operations,Inventory Specialist,New York,Buffalo,63705,58011.0,61491.0,64608.0,3.6,At Market,internal_quartiles
EMP02831,Amber,Jackson,Customer Service,Customer Service Manager,New York,Rochester,70514,77342.0,84298.0,92631.0,-16.4,Below Market,internal_quartiles
EMP02832,Amanda,Henderson,Customer Service,Support Specialist,New York,Rochester,64269,58703.0,61705.0,64849.0,4.2,At Market,internal_quartiles
EMP02833,Angela,Williams,IT,Software Developer,New York,New York City,87605,85840.0,92899.0,100894.0,-5.7,At Market,internal_quartiles
EMP02834,Steven,Calderon,IT,System Administrator,New York,New York City,88372,76326.0,85660.0,93246.0,3.2,At Market,internal_quartiles
EMP02835,Denise,Jackson,Operations,Logistics Coordinator,New York,New York City,69373,59519.0,62932.0,66876.0,10.2,Above Market,internal_quartiles
EMP02836,Sarah,Olson,IT,Software Developer,New York,Rochester,104317,85840.0,92899.0,100894.0,12.3,Above Market,internal_quartiles
EMP02837,John,Frazier,Sales,Sales Representative,New York,New York City,73945,62701.0,68153.0,74920.0,8.5,At Market,internal_quartiles
EMP02838,Megan,Lewis,Sales,Sales Representative,New York,Buffalo,70546,62701.0,68153.0,74920.0,3.5,At Market,internal_quartiles
EMP02839,William,Williams,Customer Service,Help Desk Technician,New York,New York City,56231,63087.0,72206.0,80071.0,-22.1,Below Market,internal_quartiles
EMP02840,Amanda,Jones,IT,Software Developer,New York,Buffalo,87986,85840.0,92899.0,100894.0,-5.3,At Market,internal_quartiles
EMP02841,Randall,Martinez,IT,IT Support Specialist,New York,Rochester,56834,58138.0,61217.0,64372.0,-7.2,At Market,internal_quartiles
EMP02842,Jessica,Lutz,Operations,Inventory Specialist,New York,Buffalo,65395,58011.0,61491.0,64608.0,6.3,At Market,internal_quartiles
EMP02843,Ryan,Bishop,IT,IT Support Specialist,Illinois,Aurora,62378,58138.0,61217.0,64372.0,1.9,At Market,internal_quartiles
EMP02844,Lucas,Fleming,Sales,Sales Consultant,New York,Buffalo,83026,76535.0,86126.0,94266.0,-3.6,At Market,internal_quartiles
EMP02845,Cynthia,Petty,Operations,Operations Analyst,Pennsylvania,Pittsburgh,91034,65500.0,73677.0,81564.0,23.6,Above Market,internal_quartiles
EMP02846,Shawn,Sanchez,Marketing,Marketing Coordinator,New York,Rochester,69918,63341.0,69022.0,74031.0,1.3,At Market,internal_quartiles
EMP02847,Matthew,Stevens,Operations,Logistics Coordinator,New York,Buffalo,64104,59519.0,62932.0,66876.0,1.9,At Market,internal_quartiles
EMP02848,Mark,Sloan,Marketing,Content Creator,New York,Buffalo,67816,57959.0,60814.0,64409.0,11.5,Above Market,internal_quartiles
EMP02849,Deborah,Smith,Sales,Sales Specialist,New York,New York City,83249,66553.0,75297.0,82716.0,10.6,Above Market,internal_quartiles
EMP02850,Adam,Smith,Operations,Inventory Specialist,New York,Buffalo,63045,58011.0,61491.0,64608.0,2.5,At Market,internal_quartiles
EMP02851,Robert,Woodard,Customer Service,Support Specialist,New York,Buffalo,61344,58703.0,61705.0,64849.0,-0.6,At Market,internal_quartiles
EMP02852,Tracy,Long,Operations,Operations Analyst,New York,Rochester,55085,65500.0,73677.0,81564.0,-25.2,Below Market,internal_quartiles
EMP02853,Kristin,Banks,Customer Service,Support Specialist,New York,Buffalo,62486,58703.0,61705.0,64849.0,1.3,At Market,internal_quartiles
EMP02854,Amanda,Stafford,Marketing,Content Creator,New York,New York City,71899,57959.0,60814.0,64409.0,18.2,Above Market,internal_quartiles
EMP02855,Emily,Chambers,Customer Service,Customer Service Representative,New York,Buffalo,60761,57893.0,61136.0,64448.0,-0.6,At Market,internal_quartiles
EMP02856,Teresa,Bennett,Operations,Inventory Specialist,Michigan,Grand Rapids,60083,58011.0,61491.0,64608.0,-2.3,At Market,internal_quartiles
EMP02857,Michael,Thompson,Operations,Logistics Coordinator,North Carolina,Charlotte,63029,59519.0,62932.0,66876.0,0.2,At Market,internal_quartiles
EMP02858,Lisa,Terrell,IT,Software Developer,New York,Buffalo,112964,85840.0,92899.0,100894.0,21.6,Above Market,internal_quartiles
EMP02859,Steven,Mayer,Customer Service,Support Specialist,New York,New York City,58818,58703.0,61705.0,64849.0,-4.7,At Market,internal_quartiles
EMP02860,Albert,Paul,Operations,Logistics Coordinator,New York,Rochester,61427,59519.0,62932.0,66876.0,-2.4,At Market,internal_quartiles
EMP02861,Juan,Morse,IT,System Administrator,New York,New York City,73715,76326.0,85660.0,93246.0,-13.9,Below Market,internal_quartiles
EMP02862,James,Velasquez,Customer Service,Customer Service Representative,New York,New York City,55197,57893.0,61136.0,64448.0,-9.7,At Market,internal_quartiles
EMP02863,Kevin,Robbins,Operations,Inventory Specialist,New York,Rochester,65708,58011.0,61491.0,64608.0,6.9,At Market,internal_quartiles
EMP02864,Tina,Coffey,Sales,Sales Consultant,North Carolina,Raleigh,78349,76535.0,86126.0,94266.0,-9.0,At Market,internal_quartiles
EMP02865,Juan,Conway,Customer Service,Support Specialist,New York,Buffalo,58981,58703.0,61705.0,64849.0,-4.4,At Market,internal_quartiles
EMP02866,Catherine,Smith,Operations,Inventory Specialist,New York,Rochester,62371,58011.0,61491.0,64608.0,1.4,At Market,internal_quartiles
EMP02867,Danielle,Rodriguez,IT,Software Developer,Pennsylvania,Allentown,100749,85840.0,92899.0,100894.0,8.5,At Market,internal_quartiles
EMP02868,Ashley,Snyder,Operations,Logistics Coordinator,New York,New York City,58799,59519.0,62932.0,66876.0,-6.6,At Market,internal_quartiles
EMP02869,James,Rodgers,Sales,Sales Representative,New York,Rochester,78336,62701.0,68153.0,74920.0,14.9,Above Market,internal_quartiles
EMP02870,Faith,Cunningham,IT,Software Developer,New York,New York City,101707,85840.0,92899.0,100894.0,9.5,At Market,internal_quartiles
EMP02871,Brianna,Reese,Finance,Accountant,New York,New York City,64284,50000.0,78000.0,120000.0,-17.6,Below Market,static
EMP02872,Jordan,Hudson,Sales,Sales Specialist,New York,Rochester,97988,66553.0,75297.0,82716.0,30.1,Above Market,internal_quartiles
EMP02873,Nicole,Daniel,Customer Service,Support Specialist,North Carolina,Raleigh,62530,58703.0,61705.0,64849.0,1.3,At Market,internal_quartiles
EMP02874,James,Gregory,Customer Service,Help Desk Technician,New York,Rochester,58086,63087.0,72206.0,80071.0,-19.6,Below Market,internal_quartiles
EMP02875,Erica,Mendez,Operations,Inventory Specialist,New York,Buffalo,68234,58011.0,61491.0,64608.0,11.0,Above Market,internal_quartiles
EMP02876,Ann,Gibson,Customer Service,Customer Service Manager,New York,New York City,103007,77342.0,84298.0,92631.0,22.2,Above Market,internal_quartiles
EMP02877,Danielle,Hahn,Customer Service,Support Specialist,New York,Rochester,67773,58703.0,61705.0,64849.0,9.8,At Market,internal_quartiles
EMP02878,Melissa,Morris,Customer Service,Customer Service Manager,New York,New York City,82254,77342.0,84298.0,92631.0,-2.4,At Market,internal_quartiles
EMP02879,Wanda,Hill,Sales,Sales Consultant,New York,Rochester,71890,76535.0,86126.0,94266.0,-16.5,Below Market,internal_quartiles
EMP02880,April,Simpson,Finance,Financial Analyst,New York,Buffalo,71805,58000.0,90000.0,140000.0,-20.2,Below Market,static
EMP02881,Katherine,Stephenson,Customer Service,Help Desk Technician,North Carolina,Greensboro,56259,63087.0,72206.0,80071.0,-22.1,Below Market,internal_quartiles
EMP02882,Brandon,Hull,Sales,Sales Specialist,New York,Rochester,63554,66553.0,75297.0,82716.0,-15.6,Below Market,internal_quartiles
EMP02883,Shane,Smith,Operations,Inventory Specialist,North Carolina,Charlotte,68366,58011.0,61491.0,64608.0,11.2,Above Market,internal_quartiles
EMP02884,Matthew,Beard,Operations,Inventory Specialist,Virginia,Virginia Beach,64562,58011.0,61491.0,64608.0,5.0,At Market,internal_quartiles
EMP02885,Anthony,Mclaughlin,Finance,Financial Analyst,New York,Buffalo,89806,58000.0,90000.0,140000.0,-0.2,At Market,static
EMP02886,Rodney,Jones,Customer Service,Support Specialist,West Virginia,Morgantown,66876,58703.0,61705.0,64849.0,8.4,At Market,internal_quartiles
EMP02887,James,Murphy,Sales,Sales Consultant,New York,New York City,80697,76535.0,86126.0,94266.0,-6.3,At Market,internal_quartiles
EMP02888,Connie,Davis,Sales,Sales Consultant,Illinois,Chicago,72362,76535.0,86126.0,94266.0,-16.0,Below Market,internal_quartiles
EMP02889,Ryan,Johnson,Operations,Operations Analyst,New York,Rochester,62708,65500.0,73677.0,81564.0,-14.9,Below Market,internal_quartiles
EMP02890,Connie,Cook,Customer Service,Support Specialist,New York,Rochester,67106,58703.0,61705.0,64849.0,8.8,At Market,internal_quartiles
EMP02891,John,Wells,Operations,Inventory Specialist,New York,Rochester,69607,58011.0,61491.0,64608.0,13.2,Above Market,internal_quartiles
EMP02892,Marissa,Underwood,Operations,Inventory Specialist,Michigan,Detroit,62151,58011.0,61491.0,64608.0,1.1,At Market,internal_quartiles
EMP02893,Laura,Harding,Sales,Sales Consultant,New York,Rochester,65862,76535.0,86126.0,94266.0,-23.5,Below Market,internal_quartiles
EMP02894,Carol,Gonzales,Operations,Logistics Coordinator,New York,New York City,57116,59519.0,62932.0,66876.0,-9.2,At Market,internal_quartiles
