employee_id,first_name,last_name,full_name,gender,birthdate,hiredate,termdate,department,job_title,state,city,education_level,salary,status,location,age,length_of_hire,attrition_risk_score,attrition_risk_label,top_factor_1,top_factor_2,top_factor_3,market_salary_mid,salary_vs_market_pct
EMP00385,Madison,Blankenship,Madison Blankenship,Male,1961-06-08,2017-04-28,,Sales,Sales Representative,New York,New York City,Bachelor,75091,Active,HQ,64,8,0.0,N/A,,,,,
EMP00386,Debra,Wilson,Debra Wilson,Male,1983-08-01,2021-01-18,2022-03-10,Sales,Sales Representative,New York,New York City,Bachelor,83010,Terminated,HQ,42,1,0.0,N/A,,,,,
EMP00387,Sophia,Torres,Sophia Torres,Female,1981-06-27,2022-07-11,2023-07-01,Customer Service,Help Desk Technician,New York,New York City,High School,56691,Terminated,HQ,44,0,0.0,N/A,,,,,
EMP00388,Darren,Young,Darren Young,Female,1973-01-29,2016-07-27,,Sales,Sales Consultant,New York,New York City,Bachelor,77497,Active,HQ,53,9,0.0,N/A,,,,,
EMP00389,Derek,Chavez,Derek Chavez,Male,1997-12-09,2019-09-18,2024-06-03,Finance,Accounts Payable Specialist,New York,New York City,Bachelor,61471,Terminated,HQ,28,4,0.0,N/A,,,,,
EMP00390,Stacy,Horton,Stacy Horton,Female,1986-02-10,2017-07-29,2024-06-03,Marketing,SEO Specialist,New York,New York City,Bachelor,62257,Terminated,HQ,40,6,0.0,N/A,,,,,
EMP00391,Robert,Newton,Robert Newton,Male,1989-12-26,2017-03-02,,Operations,Logistics Coordinator,New York,New York City,Bachelor,64797,Active,HQ,36,9,0.0,N/A,,,,,
EMP00392,Nicole,Pena,Nicole Pena,Female,1979-05-19,2022-11-20,,Finance,Accounts Payable Specialist,New York,New York City,Bachelor,58656,Active,HQ,46,3,0.0,N/A,,,,,
EMP00393,Tracy,Russell,Tracy Russell,Female,1982-01-16,2015-04-19,,Customer Service,Help Desk Technician,Illinois,Chicago,High School,68102,Active,Branch,44,10,0.0,N/A,,,,,
EMP00394,Antonio,Wood,Antonio Wood,Female,1996-08-19,2016-06-21,,Operations,Inventory Specialist,Pennsylvania,Allentown,Bachelor,53261,Active,Branch,29,9,0.0,N/A,,,,,
EMP00395,Sean,Young,Sean Young,Female,1964-06-02,2020-05-20,,Sales,Sales Representative,New York,New York City,Bachelor,65617,Active,HQ,61,5,0.0,N/A,,,,,
EMP00396,Cory,Jennings,Cory Jennings,Female,1964-10-21,2016-07-30,,Marketing,Marketing Coordinator,New York,New York City,Bachelor,66026,Active,HQ,61,9,0.0,N/A,,,,,
EMP00397,Rachel,Newman,Rachel Newman,Female,1977-08-19,2015-01-24,,Sales,Sales Representative,New York,New York City,Bachelor,52981,Active,HQ,48,11,0.0,N/A,,,,,
EMP00398,Raymond,Lopez,Raymond Lopez,Male,1966-03-14,2020-02-17,,IT,System Administrator,New York,New York City,Bachelor,75569,Active,HQ,60,6,0.0,N/A,,,,,
EMP00399,Stacy,Holloway,Stacy Holloway,Female,1995-10-05,2019-02-05,2019-04-08,Operations,Inventory Specialist,New York,New York City,High School,53099,Terminated,HQ,30,0,0.0,N/A,,,,,
EMP00400,Elizabeth,May,Elizabeth May,Female,1983-12-04,2018-08-19,,IT,Software Developer,New York,New York City,Bachelor,79955,Active,HQ,42,7,0.0,N/A,,,,,
EMP00401,Tasha,Williams,Tasha Williams,Male,1967-05-14,2019-05-10,2019-06-11,Sales,Sales Representative,Michigan,Detroit,Bachelor,73482,Terminated,Branch,58,0,0.0,N/A,,,,,
EMP00402,John,Martinez,John Martinez,Female,1997-12-28,2019-08-08,2024-07-03,Sales,Sales Manager,Illinois,Aurora,Master,90215,Terminated,Branch,28,4,0.0,N/A,,,,,
EMP00403,Jamie,Gallegos,Jamie Gallegos,Male,1982-01-29,2020-08-03,2023-04-05,Sales,Sales Specialist,Illinois,Aurora,PhD,62776,Terminated,Branch,44,2,0.0,N/A,,,,,
EMP00404,Jamie,Robinson,Jamie Robinson,Female,1968-02-24,2017-12-04,2018-01-06,IT,Software Developer,New York,New York City,Bachelor,87013,Terminated,HQ,58,0,0.0,N/A,,,,,
EMP00405,Jesse,Schroeder,Jesse Schroeder,Female,1984-06-03,2018-11-03,,Finance,Accounts Payable Specialist,Ohio,Cincinnati,Bachelor,59789,Active,Branch,41,7,0.0,N/A,,,,,
EMP00406,Rachel,Smith,Rachel Smith,Female,1979-02-10,2021-11-30,,Finance,Accountant,New York,New York City,Bachelor,71440,Active,HQ,47,4,0.0,N/A,,,,,
EMP00407,Tracey,Huerta,Tracey Huerta,Male,1984-08-21,2017-07-29,,Sales,Sales Representative,Pennsylvania,Pittsburgh,Bachelor,61839,Active,Branch,41,8,0.0,N/A,,,,,
EMP00408,John,Thompson,John Thompson,Female,1990-11-21,2017-09-14,,Operations,Operations Analyst,New York,New York City,Bachelor,82312,Active,HQ,35,8,0.0,N/A,,,,,
EMP00409,Michelle,Anderson,Michelle Anderson,Male,1993-12-27,2017-05-20,,Customer Service,Customer Service Manager,New York,New York City,PhD,88028,Active,HQ,32,8,0.0,N/A,,,,,
EMP00410,Kristy,Young,Kristy Young,Male,1992-01-07,2022-05-06,2022-02-11,Sales,Sales Consultant,New York,New York City,Bachelor,97258,Terminated,HQ,34,0,0.0,N/A,,,,,
EMP00411,Alfred,Baker,Alfred Baker,Female,1971-03-21,2024-02-19,,Customer Service,Customer Service Representative,New York,New York City,High School,62902,Active,HQ,55,2,0.0,N/A,,,,,
EMP00412,Judy,Fox,Judy Fox,Male,1998-07-08,2022-10-17,,Customer Service,Support Specialist,New York,New York City,High School,55023,Active,HQ,27,3,0.0,N/A,,,,,
EMP00413,Bryce,West,Bryce West,Male,2000-02-08,2021-05-21,2023-09-12,Operations,Logistics Coordinator,New York,New York City,Bachelor,69131,Terminated,HQ,26,2,0.0,N/A,,,,,
EMP00414,William,Rodriguez,William Rodriguez,Male,1965-07-20,2018-07-15,2019-11-01,Operations,Logistics Coordinator,New York,New York City,Bachelor,65842,Terminated,HQ,60,1,0.0,N/A,,,,,
EMP00415,Jeffrey,Gilbert,Jeffrey Gilbert,Male,1985-07-01,2019-10-10,2020-07-04,Operations,Logistics Coordinator,New York,New York City,Bachelor,67507,Terminated,HQ,40,0,0.0,N/A,,,,,
EMP00416,Krista,Camacho,Krista Camacho,Female,2002-08-19,2020-07-21,,Marketing,Marketing Coordinator,New York,New York City,Bachelor,68202,Active,HQ,23,5,0.0,N/A,,,,,
EMP00417,Kevin,Schneider,Kevin Schneider,Female,1996-04-08,2018-01-13,2018-12-07,Operations,Logistics Coordinator,New York,New York City,Bachelor,54343,Terminated,HQ,29,0,0.0,N/A,,,,,
EMP00418,Bruce,Mendoza,Bruce Mendoza,Male,1974-02-05,2018-06-05,,IT,System Administrator,Ohio,Columbus,Bachelor,103091,Active,Branch,52,7,0.0,N/A,,,,,
EMP00419,Ronald,Rodriguez,Ronald Rodriguez,Male,1980-01-21,2017-10-04,2018-01-04,Marketing,Content Creator,New York,New York City,Bachelor,59360,Terminated,HQ,46,0,0.0,N/A,,,,,
EMP00420,Renee,Jones,Renee Jones,Male,1986-03-02,2020-02-01,,Operations,Inventory Specialist,New York,New York City,Bachelor,61715,Active,HQ,40,6,0.0,N/A,,,,,
EMP00421,Marc,Hernandez,Marc Hernandez,Male,2004-05-10,2024-02-19,,Customer Service,Support Specialist,New York,New York City,High School,54169,Active,HQ,21,2,0.0,N/A,,,,,
EMP00422,Joshua,Schultz,Joshua Schultz,Female,1996-02-28,2017-08-01,,Customer Service,Customer Service Representative,New York,New York City,High School,59545,Active,HQ,30,8,0.0,N/A,,,,,
EMP00423,Jennifer,James,Jennifer James,Male,1983-11-13,2018-08-21,,Customer Service,Customer Service Representative,North Carolina,Raleigh,High School,61048,Active,Branch,42,7,0.0,N/A,,,,,
EMP00424,Alyssa,Chavez,Alyssa Chavez,Female,1974-08-30,2018-08-23,,Marketing,Marketing Coordinator,New York,New York City,Bachelor,66315,Active,HQ,51,7,0.0,N/A,,,,,
EMP00425,Russell,Mcguire,Russell Mcguire,Male,1986-05-21,2024-02-14,2024-12-08,Sales,Sales Consultant,New York,New York City,PhD,85948,Terminated,HQ,39,0,0.0,N/A,,,,,
EMP00426,Melissa,Curtis,Melissa Curtis,Male,1996-05-15,2017-10-26,,Operations,Operations Analyst,West Virginia,Huntington,Bachelor,67086,Active,Branch,29,8,0.0,N/A,,,,,
EMP00427,Andrea,Glenn,Andrea Glenn,Female,1987-05-11,2024-06-16,,Customer Service,Support Specialist,New York,New York City,Bachelor,60537,Active,HQ,38,1,0.0,N/A,,,,,
EMP00428,Shannon,Perez,Shannon Perez,Female,1988-08-26,2017-05-12,,Operations,Operations Analyst,West Virginia,Charleston,Master,57264,Active,Branch,37,8,0.0,N/A,,,,,
EMP00429,Maria,Ross,Maria Ross,Male,1999-04-09,2019-10-11,,Customer Service,Customer Service Representative,Virginia,Norfolk,High School,59603,Active,Branch,26,6,0.0,N/A,,,,,
EMP00430,Cody,Simmons,Cody Simmons,Male,1988-02-28,2016-09-15,2022-07-11,Operations,Logistics Coordinator,New York,New York City,Bachelor,61601,Terminated,HQ,38,5,0.0,N/A,,,,,
EMP00431,Jonathan,Mckay,Jonathan Mckay,Female,2000-10-28,2016-09-23,,Customer Service,Customer Service Representative,New York,New York City,High School,62539,Active,HQ,25,9,0.0,N/A,,,,,
EMP00432,Sandra,Jones,Sandra Jones,Female,1978-01-11,2017-11-20,,Operations,Inventory Specialist,New York,New York City,High School,60781,Active,HQ,48,8,0.0,N/A,,,,,
EMP00433,Christopher,Reynolds,Christopher Reynolds,Female,1963-01-03,2018-10-16,,Marketing,SEO Specialist,New York,New York City,Bachelor,89319,Active,HQ,63,7,0.0,N/A,,,,,
EMP00434,Joanne,Cain,Joanne Cain,Female,2001-05-30,2018-08-05,,IT,Software Developer,New York,New York City,Master,79321,Active,HQ,24,7,0.0,N/A,,,,,
EMP00435,Brian,Frye,Brian Frye,Female,2002-09-25,2018-08-06,2019-02-02,Operations,Logistics Coordinator,New York,New York City,Bachelor,54814,Terminated,HQ,23,0,0.0,N/A,,,,,
EMP00436,Mark,Martinez,Mark Martinez,Female,1985-04-06,2019-05-18,2021-05-03,Sales,Sales Specialist,New York,New York City,Master,90335,Terminated,HQ,40,1,0.0,N/A,,,,,
EMP00437,Morgan,Pugh,Morgan Pugh,Male,1966-09-30,2018-06-14,2024-04-08,Finance,Financial Analyst,Illinois,Aurora,Bachelor,86323,Terminated,Branch,59,5,0.0,N/A,,,,,
EMP00438,Miranda,Griffith,Miranda Griffith,Male,1966-12-25,2023-04-22,,Marketing,Content Creator,New York,New York City,High School,64366,Active,HQ,59,2,0.0,N/A,,,,,
EMP00439,Caroline,Bell,Caroline Bell,Male,1966-09-27,2016-08-12,2018-10-11,IT,IT Support Specialist,New York,New York City,High School,64874,Terminated,HQ,59,2,0.0,N/A,,,,,
EMP00440,William,Moore,William Moore,Female,1977-10-05,2018-07-07,,IT,System Administrator,New York,New York City,Master,106998,Active,HQ,48,7,0.0,N/A,,,,,
EMP00441,Jeffrey,Rodriguez,Jeffrey Rodriguez,Male,1985-05-15,2018-11-24,,Finance,Financial Analyst,New York,New York City,Master,74915,Active,HQ,40,7,0.0,N/A,,,,,
EMP00442,Angela,Wilson,Angela Wilson,Female,2002-12-02,2017-04-19,,IT,IT Support Specialist,New York,New York City,High School,52103,Active,HQ,23,8,0.0,N/A,,,,,
EMP00443,Audrey,Aguirre,Audrey Aguirre,Male,1980-03-24,2017-11-25,,Marketing,SEO Specialist,New York,New York City,Bachelor,68068,Active,HQ,46,8,0.0,N/A,,,,,
EMP00444,Ann,Saunders,Ann Saunders,Female,1972-10-16,2017-08-30,,Customer Service,Customer Service Representative,New York,New York City,Bachelor,55930,Active,HQ,53,8,0.0,N/A,,,,,
EMP00445,Christina,Day,Christina Day,Female,1983-01-10,2018-01-11,2021-05-01,Operations,Logistics Coordinator,Virginia,Virginia Beach,Bachelor,58847,Terminated,Branch,43,3,0.0,N/A,,,,,
EMP00446,Chelsea,Barrett,Chelsea Barrett,Female,1985-01-02,2018-09-27,2024-07-05,Sales,Sales Specialist,Ohio,Columbus,PhD,70819,Terminated,Branch,41,5,0.0,N/A,,,,,
EMP00447,Joseph,White,Joseph White,Male,1997-09-20,2017-09-30,,Finance,Accountant,New York,New York City,Bachelor,86643,Active,HQ,28,8,0.0,N/A,,,,,
EMP00448,Kathryn,Dorsey,Kathryn Dorsey,Female,2004-02-20,2015-05-17,2019-01-01,IT,IT Support Specialist,New York,New York City,Bachelor,60942,Terminated,HQ,22,3,0.0,N/A,,,,,
EMP00449,Adam,Kane,Adam Kane,Male,1990-03-19,2018-08-07,2019-03-02,IT,Software Developer,New York,New York City,Bachelor,88560,Terminated,HQ,36,0,0.0,N/A,,,,,
EMP00450,Diane,Jones,Diane Jones,Male,1985-06-02,2017-10-15,2022-11-07,Operations,Inventory Specialist,New York,New York City,High School,57135,Terminated,HQ,40,5,0.0,N/A,,,,,
EMP00451,Cynthia,Johnson,Cynthia Johnson,Male,1995-12-22,2017-10-17,,Operations,Logistics Coordinator,New York,New York City,Bachelor,63169,Active,HQ,30,8,0.0,N/A,,,,,
EMP00452,Alyssa,Bennett,Alyssa Bennett,Female,1983-03-15,2024-06-25,,Marketing,SEO Specialist,New York,New York City,Bachelor,65631,Active,HQ,43,1,0.0,N/A,,,,,
EMP00453,Matthew,Wood,Matthew Wood,Male,1969-09-10,2017-10-08,2018-05-04,Sales,Sales Representative,New York,New York City,Bachelor,88827,Terminated,HQ,56,0,0.0,N/A,,,,,
EMP00454,Mark,Pugh,Mark Pugh,Female,1996-08-05,2018-08-19,,Operations,Operations Analyst,Michigan,Detroit,Master,78171,Active,Branch,29,7,0.0,N/A,,,,,
EMP00455,Christopher,Williams,Christopher Williams,Female,2002-01-03,2017-03-03,,Sales,Sales Specialist,New York,New York City,Master,78405,Active,HQ,24,9,0.0,N/A,,,,,
EMP00456,Karen,Williams,Karen Williams,Female,1990-05-07,2019-02-01,,Sales,Sales Representative,New York,New York City,Bachelor,75714,Active,HQ,35,7,0.0,N/A,,,,,
EMP00457,Joseph,Stanley,Joseph Stanley,Female,1965-03-07,2022-07-08,2024-11-08,Sales,Sales Specialist,New York,New York City,Master,88335,Terminated,HQ,61,2,0.0,N/A,,,,,
EMP00458,Catherine,Perry,Catherine Perry,Male,1971-05-26,2017-03-25,,Customer Service,Help Desk Technician,Pennsylvania,Pittsburgh,High School,74004,Active,Branch,54,9,0.0,N/A,,,,,
EMP00459,Kari,Wilson,Kari Wilson,Male,2002-04-13,2023-06-16,,IT,IT Support Specialist,New York,New York City,Bachelor,69688,Active,HQ,23,2,0.0,N/A,,,,,
EMP00460,Daniel,Gregory,Daniel Gregory,Female,1978-11-03,2016-08-18,,IT,Software Developer,New York,New York City,Master,103528,Active,HQ,47,9,0.0,N/A,,,,,
EMP00461,Tommy,Estrada,Tommy Estrada,Male,1967-01-14,2023-01-18,,Sales,Sales Representative,New York,New York City,Bachelor,83745,Active,HQ,59,3,0.0,N/A,,,,,
EMP00462,Jeffrey,Joyce,Jeffrey Joyce,Female,1964-11-07,2019-01-22,2021-03-01,Sales,Sales Specialist,New York,New York City,PhD,79998,Terminated,HQ,61,2,0.0,N/A,,,,,
EMP00463,Adrian,Turner,Adrian Turner,Female,1988-12-30,2024-03-23,,Operations,Inventory Specialist,New York,New York City,High School,56282,Active,HQ,37,2,0.0,N/A,,,,,
EMP00464,Katrina,Duran,Katrina Duran,Male,1996-01-27,2018-04-23,,Operations,Inventory Specialist,New York,New York City,Bachelor,61488,Active,HQ,30,7,0.0,N/A,,,,,
EMP00465,Mark,Smith,Mark Smith,Female,1997-06-12,2018-10-18,2022-07-10,Customer Service,Customer Service Representative,New York,New York City,Bachelor,54570,Terminated,HQ,28,3,0.0,N/A,,,,,
EMP00466,Ryan,Anderson,Ryan Anderson,Female,1992-02-16,2017-07-26,,Finance,Accounts Payable Specialist,Michigan,Grand Rapids,Bachelor,58678,Active,Branch,34,8,0.0,N/A,,,,,
EMP00467,Jane,Mason,Jane Mason,Male,1986-09-17,2022-11-20,,Operations,Inventory Specialist,New York,New York City,High School,63760,Active,HQ,39,3,0.0,N/A,,,,,
EMP00468,Elizabeth,Gomez,Elizabeth Gomez,Male,1974-10-11,2015-06-04,,IT,System Administrator,New York,New York City,Bachelor,91567,Active,HQ,51,10,0.0,N/A,,,,,
EMP00469,Michelle,Williams,Michelle Williams,Female,1960-05-06,2017-01-08,2022-10-10,Customer Service,Customer Service Representative,Michigan,Warren,Bachelor,56722,Terminated,Branch,65,5,0.0,N/A,,,,,
EMP00470,Steve,Miller,Steve Miller,Female,2000-07-23,2020-05-01,,IT,System Administrator,New York,New York City,Master,85152,Active,HQ,25,5,0.0,N/A,,,,,
EMP00471,Barbara,Berry,Barbara Berry,Female,1990-12-12,2017-10-03,2018-01-04,Customer Service,Support Specialist,Pennsylvania,Philadelphia,High School,56998,Terminated,Branch,35,0,0.0,N/A,,,,,
EMP00472,Danielle,Roberts,Danielle Roberts,Male,1990-01-16,2019-06-07,2019-04-12,Sales,Sales Consultant,New York,New York City,Master,79402,Terminated,HQ,36,0,0.0,N/A,,,,,
EMP00473,Andrew,Nguyen,Andrew Nguyen,Female,1970-04-01,2016-11-07,,Customer Service,Customer Service Representative,New York,New York City,High School,57377,Active,HQ,56,9,0.0,N/A,,,,,
EMP00474,Stacey,Stevens,Stacey Stevens,Male,1966-12-21,2015-09-25,,IT,Software Developer,New York,New York City,Bachelor,113388,Active,HQ,59,10,0.0,N/A,,,,,
EMP00475,Samantha,Davis,Samantha Davis,Female,1977-11-07,2022-11-24,,Operations,Inventory Specialist,New York,New York City,High School,55752,Active,HQ,48,3,0.0,N/A,,,,,
EMP00476,Daniel,Graham,Daniel Graham,Male,1989-05-30,2021-06-05,2021-02-12,Sales,Sales Representative,New York,New York City,Bachelor,64892,Terminated,HQ,36,0,0.0,N/A,,,,,
EMP00477,Alexandria,Foster,Alexandria Foster,Male,1982-10-18,2017-05-01,2020-02-06,HR,HR Coordinator,New York,New York City,Bachelor,70789,Terminated,HQ,43,2,0.0,N/A,,,,,
EMP00478,Julie,Walker,Julie Walker,Female,1980-06-19,2018-10-29,,HR,HR Coordinator,Michigan,Detroit,Bachelor,53320,Active,Branch,45,7,0.0,N/A,,,,,
EMP00479,Gary,Dixon,Gary Dixon,Male,1960-03-02,2020-02-14,,Sales,Sales Consultant,Michigan,Warren,PhD,74235,Active,Branch,66,6,0.0,N/A,,,,,
EMP00480,Alyssa,Lee,Alyssa Lee,Male,1969-06-12,2019-10-29,,Operations,Inventory Specialist,Michigan,Detroit,Bachelor,68058,Active,Branch,56,6,0.0,N/A,,,,,
EMP00481,Michael,Luna,Michael Luna,Male,1997-10-22,2018-11-15,,IT,Software Developer,New York,New York City,Bachelor,88518,Active,HQ,28,7,0.0,N/A,,,,,
EMP00482,Debbie,Hernandez,Debbie Hernandez,Male,1969-09-30,2018-02-09,,IT,IT Support Specialist,New York,New York City,Bachelor,74100,Active,HQ,56,8,0.0,N/A,,,,,
EMP00483,Dwayne,Gonzalez,Dwayne Gonzalez,Male,1986-11-04,2022-08-22,,Operations,Logistics Coordinator,New York,New York City,Bachelor,68805,Active,HQ,39,3,0.0,N/A,,,,,
EMP00484,Eric,Malone,Eric Malone,Male,1978-11-19,2022-01-30,,Sales,Sales Consultant,New York,New York City,PhD,70602,Active,HQ,47,4,0.0,N/A,,,,,
EMP00485,Gregory,Mejia,Gregory Mejia,Female,2003-08-26,2018-07-11,2019-07-01,Operations,Inventory Specialist,Illinois,Chicago,Bachelor,57414,Terminated,Branch,22,0,0.0,N/A,,,,,
EMP00486,Steven,Elliott,Steven Elliott,Male,1994-08-23,2017-08-14,2020-07-03,IT,IT Support Specialist,New York,New York City,High School,57147,Terminated,HQ,31,2,0.0,N/A,,,,,
EMP00487,Shane,Glass,Shane Glass,Male,1976-11-16,2021-08-08,2022-04-02,Customer Service,Customer Service Representative,New York,New York City,Bachelor,71339,Terminated,HQ,49,0,0.0,N/A,,,,,
EMP00488,Dawn,Downs,Dawn Downs,Female,1996-03-13,2015-05-06,,IT,Software Developer,New York,New York City,Bachelor,91584,Active,HQ,30,10,0.0,N/A,,,,,
EMP00489,Michelle,Burton,Michelle Burton,Male,1978-09-08,2017-02-28,2018-01-03,Finance,Finance Manager,New York,New York City,PhD,122140,Terminated,HQ,47,0,0.0,N/A,,,,,
EMP00490,Scott,Harrison,Scott Harrison,Male,1959-10-16,2019-09-03,2024-02-07,Operations,Logistics Coordinator,Michigan,Detroit,Bachelor,73999,Terminated,Branch,66,4,0.0,N/A,,,,,
EMP00491,Kevin,Hill,Kevin Hill,Male,1987-11-13,2015-01-22,2016-04-01,Operations,Inventory Specialist,New York,New York City,Bachelor,67909,Terminated,HQ,38,1,0.0,N/A,,,,,
EMP00492,Michael,Jones,Michael Jones,Male,1977-05-07,2018-06-29,,Customer Service,Customer Service Representative,New York,New York City,High School,64203,Active,HQ,48,7,0.0,N/A,,,,,
EMP00493,Shannon,Brown,Shannon Brown,Male,1970-06-10,2018-11-19,,IT,System Administrator,Michigan,Grand Rapids,Master,78187,Active,Branch,55,7,0.0,N/A,,,,,
EMP00494,Justin,Newman,Justin Newman,Female,2003-06-26,2019-11-29,2021-01-12,Operations,Logistics Coordinator,Pennsylvania,Pittsburgh,Bachelor,54812,Terminated,Branch,22,1,0.0,N/A,,,,,
EMP00495,Christopher,Wheeler,Christopher Wheeler,Female,1969-10-26,2023-05-30,,Operations,Logistics Coordinator,New York,New York City,Bachelor,54046,Active,HQ,56,2,0.0,N/A,,,,,
EMP00496,Steven,Spencer,Steven Spencer,Male,1992-09-25,2020-11-03,,Marketing,Content Creator,New York,New York City,Bachelor,64441,Active,HQ,33,5,0.0,N/A,,,,,
EMP00497,Joanne,Williams,Joanne Williams,Male,2003-07-19,2017-12-20,,Customer Service,Support Specialist,North Carolina,Charlotte,High School,61791,Active,Branch,22,8,0.0,N/A,,,,,
EMP00498,Lisa,Pearson,Lisa Pearson,Female,1978-11-13,2016-05-04,,HR,Recruiter,New York,New York City,Bachelor,73946,Active,HQ,47,9,0.0,N/A,,,,,
EMP00499,Cassidy,Mason,Cassidy Mason,Female,2001-11-01,2020-01-25,,Operations,Logistics Coordinator,New York,New York City,Bachelor,61906,Active,HQ,24,6,0.0,N/A,,,,,
EMP00500,Shannon,Shepherd,Shannon Shepherd,Male,1996-06-30,2018-11-22,2022-01-08,IT,System Administrator,Pennsylvania,Allentown,Bachelor,94377,Terminated,Branch,29,3,0.0,N/A,,,,,
EMP00501,Matthew,Klein,Matthew Klein,Female,1978-05-19,2021-07-15,2022-11-01,Operations,Inventory Specialist,New York,New York City,Bachelor,57243,Terminated,HQ,47,1,0.0,N/A,,,,,
EMP00502,Debbie,Williams,Debbie Williams,Male,1970-08-19,2018-10-02,2024-09-04,Sales,Sales Consultant,New York,New York City,Master,89439,Terminated,HQ,55,5,0.0,N/A,,,,,
EMP00503,Samuel,Gonzales,Samuel Gonzales,Male,1981-11-03,2021-07-23,2022-04-03,IT,Software Developer,New York,New York City,Bachelor,113040,Terminated,HQ,44,0,0.0,N/A,,,,,
EMP00504,Chelsea,Cox,Chelsea Cox,Male,1967-02-06,2018-12-22,,Sales,Sales Specialist,Michigan,Warren,Master,81588,Active,Branch,59,7,0.0,N/A,,,,,
EMP00505,Justin,Ortiz,Justin Ortiz,Female,1996-12-28,2019-05-12,2019-08-11,Sales,Sales Representative,Michigan,Detroit,Bachelor,70593,Terminated,Branch,29,0,0.0,N/A,,,,,
EMP00506,Erika,Williams,Erika Williams,Male,1990-06-20,2018-09-02,2019-01-03,Sales,Sales Specialist,New York,New York City,Master,74000,Terminated,HQ,35,0,0.0,N/A,,,,,
EMP00507,Deborah,Jones,Deborah Jones,Male,1962-09-18,2022-02-06,2022-05-08,Marketing,Content Creator,New York,New York City,High School,60242,Terminated,HQ,63,0,0.0,N/A,,,,,
EMP00508,Angela,Hughes,Angela Hughes,Male,1976-01-08,2016-04-07,2024-09-07,Sales,Sales Specialist,New York,New York City,Master,67201,Terminated,HQ,50,8,0.0,N/A,,,,,
EMP00509,Jennifer,Douglas,Jennifer Douglas,Female,1997-05-09,2018-12-18,,Sales,Sales Representative,New York,New York City,Bachelor,60073,Active,HQ,28,7,0.0,N/A,,,,,
EMP00510,Carrie,Hernandez,Carrie Hernandez,Female,2002-12-25,2017-02-01,,Marketing,SEO Specialist,Michigan,Grand Rapids,High School,58810,Active,Branch,23,9,0.0,N/A,,,,,
EMP00511,Brandi,Thomas,Brandi Thomas,Female,1975-06-16,2019-05-16,2021-06-05,IT,IT Support Specialist,Michigan,Grand Rapids,High School,58882,Terminated,Branch,50,2,0.0,N/A,,,,,
EMP00512,Kyle,Douglas,Kyle Douglas,Male,1985-07-18,2020-09-14,,Finance,Financial Analyst,New York,New York City,PhD,77136,Active,HQ,40,5,0.0,N/A,,,,,
EMP00513,Philip,Larson,Philip Larson,Male,1991-10-10,2017-02-02,,Sales,Sales Manager,New York,New York City,PhD,85655,Active,HQ,34,9,0.0,N/A,,,,,
EMP00514,Kyle,Bennett,Kyle Bennett,Male,1984-08-18,2020-11-03,2021-02-05,Operations,Inventory Specialist,New York,New York City,Bachelor,63732,Terminated,HQ,41,0,0.0,N/A,,,,,
EMP00515,Mark,Anderson,Mark Anderson,Female,1986-01-26,2017-09-30,2019-05-12,Operations,Logistics Coordinator,New York,New York City,Bachelor,62658,Terminated,HQ,40,1,0.0,N/A,,,,,
EMP00516,Maria,Rodgers,Maria Rodgers,Male,1997-06-01,2017-09-24,2018-10-10,Operations,Inventory Specialist,New York,New York City,High School,59333,Terminated,HQ,28,1,0.0,N/A,,,,,
EMP00517,Rita,Davis,Rita Davis,Female,1970-12-09,2017-09-18,,Sales,Sales Representative,New York,New York City,Bachelor,60945,Active,HQ,55,8,0.0,N/A,,,,,
EMP00518,Rodney,Cox,Rodney Cox,Female,1975-09-10,2019-05-21,,Operations,Inventory Specialist,New York,New York City,Bachelor,61008,Active,HQ,50,6,0.0,N/A,,,,,
EMP00519,Kyle,Bean,Kyle Bean,Female,1994-08-08,2023-05-13,2023-09-11,Sales,Sales Representative,New York,New York City,Bachelor,67369,Terminated,HQ,31,0,0.0,N/A,,,,,
EMP00520,Stacey,Tucker,Stacey Tucker,Female,1996-11-26,2022-03-29,,Operations,Logistics Coordinator,New York,New York City,Bachelor,58815,Active,HQ,29,4,0.0,N/A,,,,,
EMP00521,Zoe,Moore,Zoe Moore,Female,1973-03-01,2023-04-25,,Operations,Inventory Specialist,New York,New York City,Bachelor,62697,Active,HQ,53,2,0.0,N/A,,,,,
EMP00522,Megan,Garcia,Megan Garcia,Male,1979-10-26,2017-10-27,,Sales,Sales Specialist,Michigan,Warren,Master,58400,Active,Branch,46,8,0.0,N/A,,,,,
EMP00523,Amber,Rodgers,Amber Rodgers,Female,1996-01-19,2016-07-23,,Sales,Sales Consultant,New York,New York City,PhD,103249,Active,HQ,30,9,0.0,N/A,,,,,
EMP00524,Benjamin,Rogers,Benjamin Rogers,Male,1995-01-18,2017-10-25,,Operations,Logistics Coordinator,New York,New York City,Bachelor,64015,Active,HQ,31,8,0.0,N/A,,,,,
EMP00525,Christine,Harper,Christine Harper,Female,1985-07-26,2020-02-29,,Operations,Operations Manager,Pennsylvania,Allentown,Bachelor,95684,Active,Branch,40,6,0.0,N/A,,,,,
EMP00526,Francis,Guerra,Francis Guerra,Female,1980-01-28,2016-10-26,2023-05-06,Finance,Accountant,New York,New York City,Bachelor,62508,Terminated,HQ,46,6,0.0,N/A,,,,,
