employee_id,first_name,last_name,department,job_title,risk_score,risk_label,top_factor_1,top_factor_2,top_factor_3,age,length_of_hire,salary,model_version
EMP00913,Benjamin,Schmitt,Operations,Logistics Coordinator,0.0018,Low,Short Tenure,Length Of Hire,Year Hired,66.0,7.5,68783,XGBoost
EMP00835,Nathaniel,Williamson,Operations,Logistics Coordinator,0.0018,Low,Short Tenure,Length Of Hire,Year Hired,38.0,5.5,64145,XGBoost
EMP03108,Frank,Gonzalez,Marketing,Marketing Coordinator,0.0018,Low,Short Tenure,Length Of Hire,Year Hired,27.2,6.8,62938,XGBoost
EMP07524,Donna,Lawson,Marketing,Marketing Manager,0.0018,Low,Short Tenure,Length Of Hire,Year Hired,29.0,7.5,82933,XGBoost
EMP00809,Molly,Cook,Customer Service,Customer Service Representative,0.0018,Low,Short Tenure,Length Of Hire,Year Hired,66.8,7.3,62527,XGBoost
EMP08560,Corey,Morris,HR,Recruiter,0.0018,Low,Short Tenure,Length Of Hire,Year Hired,55.0,1.3,66447,XGBoost
EMP00657,William,Levy,Operations,Inventory Specialist,0.0018,Low,Short Tenure,Length Of Hire,Year Hired,27.4,8.0,62547,XGBoost
EMP06943,Edward,Steele,Operations,Inventory Specialist,0.0018,Low,Short Tenure,Length Of Hire,Year Hired,35.0,10.4,60603,XGBoost
EMP06858,John,Collins,Operations,Logistics Coordinator,0.0018,Low,Short Tenure,Length Of Hire,Year Hired,27.3,8.4,59361,XGBoost
EMP06471,Christopher,Bartlett,Operations,Logistics Coordinator,0.0018,Low,Short Tenure,Length Of Hire,Year Hired,29.8,10.4,67161,XGBoost
EMP06479,Shelly,Wallace,Operations,Inventory Specialist,0.0018,Low,Short Tenure,Length Of Hire,Year Hired,37.8,5.4,59788,XGBoost
EMP06080,Jose,Hughes,Operations,Inventory Specialist,0.0018,Low,Short Tenure,Length Of Hire,Year Hired,27.7,8.4,62336,XGBoost
EMP01006,Debra,Moore,Marketing,SEO Specialist,0.0018,Low,Short Tenure,Length Of Hire,Year Hired,26.9,8.3,61604,XGBoost
EMP07775,Shawna,Clark,Sales,Sales Representative,0.0018,Low,Short Tenure,Length Of Hire,Year Hired,37.6,8.3,72227,XGBoost
EMP08180,Monica,Gregory,Sales,Sales Representative,0.0018,Low,Short Tenure,Length Of Hire,Year Hired,56.7,9.5,71976,XGBoost
EMP08342,Virginia,Wright,Marketing,Marketing Coordinator,0.0018,Low,Short Tenure,Length Of Hire,Year Hired,54.1,1.3,82639,XGBoost
EMP08019,Katherine,Chapman,Operations,Operations Analyst,0.0018,Low,Short Tenure,Length Of Hire,Year Hired,23.4,10.7,62820,XGBoost
EMP01981,Brandon,Bailey,Sales,Sales Specialist,0.0018,Low,Short Tenure,Length Of Hire,Year Hired,54.9,10.4,79638,XGBoost
EMP03973,Catherine,Mendoza,Sales,Sales Representative,0.0018,Low,Short Tenure,Length Of Hire,Year Hired,34.9,4.1,62190,XGBoost
EMP00496,Steven,Spencer,Marketing,Content Creator,0.0018,Low,Short Tenure,Length Of Hire,Year Hired,33.5,5.4,64441,XGBoost
EMP04176,Christopher,Rasmussen,Sales,Sales Representative,0.0018,Low,Short Tenure,Length Of Hire,Year Hired,23.3,3.7,72749,XGBoost
EMP04341,Michael,Santiago,Finance,Accounts Payable Specialist,0.0018,Low,Short Tenure,Length Of Hire,Year Hired,63.0,8.6,67179,XGBoost
EMP06538,Victoria,Edwards,Operations,Inventory Specialist,0.0018,Low,Short Tenure,Length Of Hire,Year Hired,48.2,1.6,60470,XGBoost
EMP05324,Peter,Love,Operations,Operations Manager,0.0018,Low,Short Tenure,Length Of Hire,Year Hired,55.9,10.3,101263,XGBoost
EMP05444,Joseph,Thomas,Operations,Logistics Coordinator,0.0018,Low,Short Tenure,Length Of Hire,Year Hired,38.3,7.3,62456,XGBoost
EMP06809,Tiffany,Hill,Operations,Logistics Coordinator,0.0018,Low,Short Tenure,Length Of Hire,Year Hired,23.5,8.5,59483,XGBoost
EMP03182,Marco,Schultz,Marketing,Content Creator,0.0018,Low,Short Tenure,Length Of Hire,Year Hired,22.3,8.3,61453,XGBoost
EMP03974,Diane,Jones,Sales,Sales Representative,0.0018,Low,Short Tenure,Length Of Hire,Year Hired,40.4,7.7,68025,XGBoost
EMP06113,Joshua,Huffman,Customer Service,Support Specialist,0.0018,Low,Short Tenure,Length Of Hire,Year Hired,36.1,11.1,59701,XGBoost
EMP03677,Troy,Ward,Operations,Logistics Coordinator,0.0018,Low,Short Tenure,Length Of Hire,Year Hired,26.3,7.4,65564,XGBoost
EMP08645,Monique,Klein,Sales,Sales Representative,0.0018,Low,Short Tenure,Length Of Hire,Year Hired,27.6,8.6,59012,XGBoost
EMP06829,John,Sanford,Operations,Logistics Coordinator,0.0018,Low,Short Tenure,Length Of Hire,Year Hired,23.6,6.7,64443,XGBoost
EMP00715,Derrick,Oconnell,Operations,Operations Analyst,0.0018,Low,Short Tenure,Length Of Hire,Year Hired,62.2,10.3,91666,XGBoost
EMP00726,Nancy,Smith,Sales,Sales Manager,0.0017,Low,Short Tenure,Length Of Hire,Year Hired,27.8,10.7,105185,XGBoost
EMP00095,Ashley,Riley,Sales,Sales Consultant,0.0017,Low,Short Tenure,Length Of Hire,Year Hired,58.7,4.2,69316,XGBoost
EMP01562,Dylan,Jackson,IT,IT Manager,0.0017,Low,Short Tenure,Length Of Hire,Year Hired,30.1,2.3,106941,XGBoost
EMP07592,Leslie,Weeks,Sales,Sales Representative,0.0017,Low,Short Tenure,Length Of Hire,Year Hired,62.3,1.4,80588,XGBoost
EMP05895,Andrew,Short,Sales,Sales Consultant,0.0017,Low,Short Tenure,Length Of Hire,Year Hired,60.2,3.7,87248,XGBoost
EMP02951,Tiffany,Sanchez,Operations,Inventory Specialist,0.0017,Low,Short Tenure,Length Of Hire,Year Hired,28.8,4.2,61647,XGBoost
EMP02856,Teresa,Bennett,Operations,Inventory Specialist,0.0017,Low,Short Tenure,Length Of Hire,Year Hired,36.9,6.6,60083,XGBoost
EMP08900,Ivan,Day,Operations,Inventory Specialist,0.0017,Low,Short Tenure,Length Of Hire,Year Hired,52.6,7.4,66783,XGBoost
EMP07950,Kevin,Smith,Operations,Logistics Coordinator,0.0017,Low,Short Tenure,Length Of Hire,Year Hired,61.0,10.5,62752,XGBoost
EMP01506,Melissa,York,Operations,Logistics Coordinator,0.0017,Low,Short Tenure,Length Of Hire,Year Hired,32.0,10.3,65068,XGBoost
EMP02892,Marissa,Underwood,Operations,Inventory Specialist,0.0017,Low,Short Tenure,Length Of Hire,Year Hired,63.4,3.7,62151,XGBoost
EMP07954,Dakota,Moyer,Operations,Operations Analyst,0.0017,Low,Short Tenure,Length Of Hire,Year Hired,44.3,1.4,66399,XGBoost
EMP07607,Nicholas,Johnson,Finance,Accounts Payable Specialist,0.0017,Low,Short Tenure,Length Of Hire,Year Hired,34.1,1.5,60734,XGBoost
EMP08725,Gregory,Davis,Operations,Logistics Coordinator,0.0017,Low,Short Tenure,Length Of Hire,Year Hired,62.1,10.3,61840,XGBoost
EMP04238,Nicholas,Cruz,Sales,Sales Representative,0.0017,Low,Short Tenure,Length Of Hire,Year Hired,66.3,6.8,63539,XGBoost
EMP07449,Rachel,Murray,Sales,Sales Consultant,0.0017,Low,Short Tenure,Length Of Hire,Year Hired,50.5,8.3,90035,XGBoost
EMP07460,Mary,Miller,Customer Service,Support Specialist,0.0017,Low,Short Tenure,Length Of Hire,Year Hired,34.5,2.3,62702,XGBoost
EMP00147,April,Drake,Operations,Inventory Specialist,0.0017,Low,Short Tenure,Length Of Hire,Year Hired,50.5,7.5,56753,XGBoost
EMP01019,Patrick,Li,IT,System Administrator,0.0017,Low,Short Tenure,Length Of Hire,Year Hired,29.4,8.3,92690,XGBoost
EMP07241,Jessica,Pace,Marketing,Content Creator,0.0017,Low,Short Tenure,Length Of Hire,Year Hired,27.3,3.3,62887,XGBoost
EMP03509,Robin,Sanchez,Sales,Sales Specialist,0.0017,Low,Short Tenure,Length Of Hire,Year Hired,30.8,10.4,75181,XGBoost
EMP01680,Michael,Castro,IT,IT Support Specialist,0.0017,Low,Short Tenure,Length Of Hire,Year Hired,51.8,4.3,64992,XGBoost
EMP01663,Jacob,Baker,Sales,Sales Representative,0.0017,Low,Short Tenure,Length Of Hire,Year Hired,33.4,9.0,65558,XGBoost
EMP01681,Lisa,Cooper,Operations,Inventory Specialist,0.0017,Low,Short Tenure,Length Of Hire,Year Hired,28.2,5.8,61889,XGBoost
EMP03941,Amy,Snow,Marketing,SEO Specialist,0.0017,Low,Short Tenure,Length Of Hire,Year Hired,30.7,6.6,64956,XGBoost
EMP02673,Andrew,Martin,Operations,Logistics Coordinator,0.0017,Low,Short Tenure,Length Of Hire,Year Hired,23.9,11.1,59116,XGBoost
EMP03146,Jessica,Goodwin,Sales,Sales Specialist,0.0017,Low,Short Tenure,Length Of Hire,Year Hired,22.7,2.3,57964,XGBoost
EMP03872,Carlos,Hernandez,Finance,Financial Analyst,0.0017,Low,Short Tenure,Length Of Hire,Year Hired,46.0,7.3,92225,XGBoost
EMP06171,Brenda,Bowman,Operations,Inventory Specialist,0.0017,Low,Short Tenure,Length Of Hire,Year Hired,28.1,2.0,62342,XGBoost
EMP01205,Nicole,Wood,Operations,Inventory Specialist,0.0017,Low,Short Tenure,Length Of Hire,Year Hired,63.9,3.8,64349,XGBoost
EMP07146,Mallory,Gutierrez,Sales,Sales Representative,0.0017,Low,Short Tenure,Length Of Hire,Year Hired,51.9,5.6,65557,XGBoost
EMP06690,Kyle,Johnson,Operations,Inventory Specialist,0.0017,Low,Short Tenure,Length Of Hire,Year Hired,28.1,6.6,58584,XGBoost
EMP07277,Emily,Sweeney,Sales,Sales Consultant,0.0017,Low,Short Tenure,Length Of Hire,Year Hired,28.8,7.5,96690,XGBoost
EMP00911,Brandi,Ferguson,Sales,Sales Consultant,0.0017,Low,Short Tenure,Length Of Hire,Year Hired,25.6,8.3,89077,XGBoost
EMP06328,Ashley,Wright,Sales,Sales Representative,0.0017,Low,Short Tenure,Length Of Hire,Year Hired,40.7,8.4,66416,XGBoost
EMP00830,Susan,Warren,Operations,Inventory Specialist,0.0017,Low,Short Tenure,Length Of Hire,Year Hired,62.0,6.4,64103,XGBoost
EMP01996,Gina,Marsh,Operations,Logistics Coordinator,0.0017,Low,Short Tenure,Length Of Hire,Year Hired,44.9,7.3,58842,XGBoost
EMP01912,Katherine,Jones,Marketing,SEO Specialist,0.0017,Low,Short Tenure,Length Of Hire,Year Hired,45.0,4.3,61933,XGBoost
EMP00546,Nicholas,Johnson,IT,System Administrator,0.0017,Low,Short Tenure,Length Of Hire,Year Hired,55.6,8.3,68864,XGBoost
EMP05488,Gregory,Anderson,Operations,Inventory Specialist,0.0017,Low,Short Tenure,Length Of Hire,Year Hired,55.9,10.4,68085,XGBoost
EMP00899,Cynthia,Faulkner,Operations,Inventory Specialist,0.0017,Low,Short Tenure,Length Of Hire,Year Hired,27.8,3.4,58264,XGBoost
EMP05322,Cynthia,Rogers,Sales,Sales Representative,0.0017,Low,Short Tenure,Length Of Hire,Year Hired,42.4,3.3,65853,XGBoost
EMP05836,John,Davis,Sales,Sales Representative,0.0017,Low,Short Tenure,Length Of Hire,Year Hired,53.5,1.5,62789,XGBoost
EMP07899,Michelle,Allen,Operations,Logistics Coordinator,0.0017,Low,Short Tenure,Length Of Hire,Year Hired,44.8,1.4,65341,XGBoost
EMP08501,Madison,Bowman,IT,System Administrator,0.0017,Low,Short Tenure,Length Of Hire,Year Hired,28.9,4.4,83308,XGBoost
EMP04334,Gloria,Hale,Customer Service,Help Desk Technician,0.0017,Low,Short Tenure,Length Of Hire,Year Hired,28.9,7.3,57046,XGBoost
EMP04366,Brittany,Gonzalez,Sales,Sales Specialist,0.0017,Low,Short Tenure,Length Of Hire,Year Hired,60.0,1.4,80152,XGBoost
EMP01551,Tommy,Olson,Operations,Inventory Specialist,0.0017,Low,Short Tenure,Length Of Hire,Year Hired,46.0,1.6,61038,XGBoost
EMP08078,Thomas,Fisher,Operations,Operations Analyst,0.0017,Low,Short Tenure,Length Of Hire,Year Hired,42.5,2.3,63497,XGBoost
EMP00077,Joshua,Wright,Finance,Accountant,0.0016,Low,Short Tenure,Length Of Hire,Year Hired,34.5,5.3,63056,XGBoost
EMP02316,Elizabeth,Spence,Sales,Sales Representative,0.0016,Low,Short Tenure,Length Of Hire,Year Hired,58.3,9.1,69161,XGBoost
EMP01146,Linda,Wolfe,Operations,Logistics Coordinator,0.0016,Low,Short Tenure,Length Of Hire,Year Hired,32.6,6.3,59525,XGBoost
EMP01149,Stacy,Copeland,Operations,Inventory Specialist,0.0016,Low,Short Tenure,Length Of Hire,Year Hired,55.1,10.4,67802,XGBoost
EMP05282,Elizabeth,Hodge,Sales,Sales Consultant,0.0016,Low,Short Tenure,Length Of Hire,Year Hired,65.4,2.1,71902,XGBoost
EMP00057,Stacey,Martin,Operations,Inventory Specialist,0.0016,Low,Short Tenure,Length Of Hire,Year Hired,33.0,9.7,63680,XGBoost
EMP08925,Margaret,Gardner,Operations,Operations Analyst,0.0016,Low,Short Tenure,Length Of Hire,Year Hired,44.0,1.5,61649,XGBoost
EMP00086,Susan,Cowan,Sales,Sales Manager,0.0016,Low,Short Tenure,Length Of Hire,Year Hired,36.5,10.7,74371,XGBoost
EMP06535,Beth,Mcneil,Operations,Inventory Specialist,0.0016,Low,Short Tenure,Length Of Hire,Year Hired,27.6,5.7,61801,XGBoost
EMP01088,Diane,Sweeney,Sales,Sales Representative,0.0016,Low,Short Tenure,Length Of Hire,Year Hired,52.7,7.5,62027,XGBoost
EMP06595,Wanda,Guerrero,Sales,Sales Consultant,0.0016,Low,Short Tenure,Length Of Hire,Year Hired,37.0,1.7,103980,XGBoost
EMP04298,Amanda,Clark,Sales,Sales Representative,0.0016,Low,Short Tenure,Length Of Hire,Year Hired,44.1,1.5,66045,XGBoost
EMP03550,Wesley,Shaw,Marketing,Content Creator,0.0016,Low,Short Tenure,Length Of Hire,Year Hired,23.2,2.4,59425,XGBoost
EMP08807,Jeremy,Olson,Operations,Logistics Coordinator,0.0016,Low,Short Tenure,Length Of Hire,Year Hired,27.1,1.8,60706,XGBoost
EMP02194,Thomas,Hardin,Operations,Inventory Specialist,0.0016,Low,Short Tenure,Length Of Hire,Year Hired,62.4,11.2,60780,XGBoost
EMP06902,Rebecca,Johnson,Marketing,Content Creator,0.0016,Low,Short Tenure,Length Of Hire,Year Hired,26.1,5.6,64092,XGBoost
EMP01030,Cathy,Maxwell,Finance,Accounts Payable Specialist,0.0016,Low,Short Tenure,Length Of Hire,Year Hired,42.0,6.5,67780,XGBoost
EMP02088,Shawn,Coleman,Sales,Sales Representative,0.0016,Low,Short Tenure,Length Of Hire,Year Hired,22.4,7.4,79906,XGBoost
EMP05428,Michael,Hunt,Customer Service,Support Specialist,0.0016,Low,Short Tenure,Length Of Hire,Year Hired,29.7,4.7,59385,XGBoost
EMP05496,Joseph,Carter,Operations,Inventory Specialist,0.0016,Low,Short Tenure,Length Of Hire,Year Hired,31.5,8.4,59503,XGBoost
EMP00488,Dawn,Downs,IT,Software Developer,0.0016,Low,Short Tenure,Length Of Hire,Year Hired,30.1,10.9,91584,XGBoost
EMP01322,Karen,Martin,Operations,Logistics Coordinator,0.0016,Low,Short Tenure,Length Of Hire,Year Hired,32.1,8.3,60043,XGBoost
EMP08868,Ann,Hale,Operations,Inventory Specialist,0.0016,Low,Short Tenure,Length Of Hire,Year Hired,33.8,3.5,60589,XGBoost
EMP01757,Albert,Williams,Customer Service,Support Specialist,0.0016,Low,Short Tenure,Length Of Hire,Year Hired,38.6,8.4,59713,XGBoost
EMP01738,Kristi,Jimenez,IT,System Administrator,0.0016,Low,Short Tenure,Length Of Hire,Year Hired,23.8,9.9,67282,XGBoost
EMP00231,Mariah,Miller,Sales,Sales Representative,0.0016,Low,Short Tenure,Length Of Hire,Year Hired,28.6,5.3,82595,XGBoost
EMP08640,Colleen,Bautista,Sales,Sales Specialist,0.0016,Low,Short Tenure,Length Of Hire,Year Hired,27.6,5.2,70747,XGBoost
EMP01354,Deborah,Murphy,Operations,Inventory Specialist,0.0016,Low,Short Tenure,Length Of Hire,Year Hired,35.4,7.3,67221,XGBoost
EMP00968,Amber,Sherman,Operations,Logistics Coordinator,0.0016,Low,Short Tenure,Length Of Hire,Year Hired,40.7,10.4,59494,XGBoost
EMP04634,Lisa,Barnett,Operations,Inventory Specialist,0.0016,Low,Short Tenure,Length Of Hire,Year Hired,23.9,10.9,68386,XGBoost
EMP04155,Amanda,Galloway,IT,Software Developer,0.0016,Low,Short Tenure,Length Of Hire,Year Hired,22.2,1.4,96914,XGBoost
EMP08757,Donald,Edwards,Sales,Sales Specialist,0.0016,Low,Short Tenure,Length Of Hire,Year Hired,43.7,2.8,67650,XGBoost
EMP06823,Vicki,Davis,Sales,Sales Representative,0.0016,Low,Short Tenure,Length Of Hire,Year Hired,34.8,3.5,63617,XGBoost
EMP04211,Mark,Francis,Operations,Inventory Specialist,0.0016,Low,Short Tenure,Length Of Hire,Year Hired,39.6,8.3,60239,XGBoost
EMP04184,Douglas,Soto,Sales,Sales Representative,0.0016,Low,Short Tenure,Length Of Hire,Year Hired,28.5,4.2,69167,XGBoost
EMP08669,Diana,Farmer,Operations,Logistics Coordinator,0.0016,Low,Short Tenure,Length Of Hire,Year Hired,37.0,4.7,58843,XGBoost
EMP04881,Michelle,Sims,Sales,Sales Specialist,0.0016,Low,Short Tenure,Length Of Hire,Year Hired,50.4,9.0,73973,XGBoost
EMP06279,Anthony,Pruitt,Sales,Sales Specialist,0.0016,Low,Short Tenure,Length Of Hire,Year Hired,65.7,7.4,82028,XGBoost
EMP00837,Tony,Smith,Operations,Logistics Coordinator,0.0016,Low,Short Tenure,Length Of Hire,Year Hired,31.2,5.7,62526,XGBoost
EMP00833,Megan,Hall,Sales,Sales Representative,0.0016,Low,Short Tenure,Length Of Hire,Year Hired,31.3,8.5,59038,XGBoost
EMP03759,Alexander,Robinson,Sales,Sales Specialist,0.0016,Low,Short Tenure,Length Of Hire,Year Hired,54.6,1.4,76331,XGBoost
EMP01926,Justin,Jackson,IT,IT Support Specialist,0.0016,Low,Short Tenure,Length Of Hire,Year Hired,36.0,10.9,63434,XGBoost
EMP07446,Megan,Roberson,Operations,Logistics Coordinator,0.0016,Low,Short Tenure,Length Of Hire,Year Hired,37.9,1.4,56788,XGBoost
EMP00239,Angela,Allen,IT,System Administrator,0.0016,Low,Short Tenure,Length Of Hire,Year Hired,39.9,4.8,67886,XGBoost
EMP05364,Holly,Gray,Operations,Logistics Coordinator,0.0016,Low,Short Tenure,Length Of Hire,Year Hired,39.0,2.4,64492,XGBoost
EMP01021,Casey,Elliott,Operations,Logistics Coordinator,0.0016,Low,Short Tenure,Length Of Hire,Year Hired,65.3,6.6,59665,XGBoost
EMP06841,Kathryn,Scott,Operations,Logistics Coordinator,0.0016,Low,Short Tenure,Length Of Hire,Year Hired,24.7,8.6,64807,XGBoost
EMP04599,Barbara,Lopez,Operations,Inventory Specialist,0.0016,Low,Short Tenure,Length Of Hire,Year Hired,22.8,6.1,63741,XGBoost
EMP01265,Evelyn,Wells,IT,System Administrator,0.0016,Low,Short Tenure,Length Of Hire,Year Hired,53.9,11.1,103615,XGBoost
EMP01211,Angela,Randall,Operations,Inventory Specialist,0.0016,Low,Short Tenure,Length Of Hire,Year Hired,26.9,3.4,59885,XGBoost
EMP00265,Shannon,Ramos,Customer Service,Customer Service Representative,0.0016,Low,Short Tenure,Length Of Hire,Year Hired,33.6,8.3,59823,XGBoost
EMP06873,Mark,Chavez,Operations,Logistics Coordinator,0.0016,Low,Short Tenure,Length Of Hire,Year Hired,32.3,6.6,63994,XGBoost
EMP03841,Raymond,Strong,Sales,Sales Specialist,0.0016,Low,Short Tenure,Length Of Hire,Year Hired,53.7,8.3,67176,XGBoost
EMP03052,Judith,Jackson,IT,System Administrator,0.0016,Low,Short Tenure,Length Of Hire,Year Hired,50.3,8.5,76871,XGBoost
EMP00728,Justin,Hays,Finance,Accountant,0.0016,Low,Short Tenure,Length Of Hire,Year Hired,34.1,5.7,68701,XGBoost
EMP04517,Kimberly,Lee,Customer Service,Help Desk Technician,0.0016,Low,Short Tenure,Length Of Hire,Year Hired,29.5,2.4,61838,XGBoost
EMP05268,Jacob,Gonzalez,Operations,Logistics Coordinator,0.0016,Low,Short Tenure,Length Of Hire,Year Hired,28.0,8.6,57687,XGBoost
EMP07627,Samuel,Sandoval,Operations,Operations Analyst,0.0016,Low,Short Tenure,Length Of Hire,Year Hired,23.0,11.2,89260,XGBoost
EMP08947,Brian,Nguyen,Operations,Inventory Specialist,0.0016,Low,Short Tenure,Length Of Hire,Year Hired,41.9,3.7,63570,XGBoost
EMP00397,Rachel,Newman,Sales,Sales Representative,0.0016,Low,Short Tenure,Length Of Hire,Year Hired,48.6,11.2,52981,XGBoost
EMP05696,Jesse,Delacruz,Operations,Inventory Specialist,0.0016,Low,Short Tenure,Length Of Hire,Year Hired,29.3,2.0,63358,XGBoost
EMP01635,Darren,Jones,Operations,Inventory Specialist,0.0016,Low,Short Tenure,Length Of Hire,Year Hired,48.4,6.6,63388,XGBoost
EMP01541,Jamie,Velez,Customer Service,Customer Service Representative,0.0015,Low,Short Tenure,Length Of Hire,Year Hired,37.3,1.9,60745,XGBoost
EMP08067,Joseph,Davis,IT,System Administrator,0.0015,Low,Short Tenure,Length Of Hire,Year Hired,28.7,10.4,74658,XGBoost
EMP02327,Timothy,Williams,Sales,Sales Specialist,0.0015,Low,Short Tenure,Length Of Hire,Year Hired,62.2,8.5,97028,XGBoost
EMP06520,Joy,Robertson,Operations,Operations Analyst,0.0015,Low,Short Tenure,Length Of Hire,Year Hired,52.3,1.5,55431,XGBoost
EMP06553,Angela,Lewis,Operations,Logistics Coordinator,0.0015,Low,Short Tenure,Length Of Hire,Year Hired,27.2,11.1,69136,XGBoost
EMP00209,James,Smith,IT,System Administrator,0.0015,Low,Short Tenure,Length Of Hire,Year Hired,35.9,4.1,72411,XGBoost
EMP03348,Zachary,Barry,Customer Service,Support Specialist,0.0015,Low,Short Tenure,Length Of Hire,Year Hired,43.2,9.3,59315,XGBoost
EMP06534,Jill,Lara,Operations,Inventory Specialist,0.0015,Low,Short Tenure,Length Of Hire,Year Hired,26.6,10.7,57450,XGBoost
EMP00173,Brent,Wright,IT,System Administrator,0.0015,Low,Short Tenure,Length Of Hire,Year Hired,32.1,3.4,68344,XGBoost
EMP00517,Rita,Davis,Sales,Sales Representative,0.0015,Low,Short Tenure,Length Of Hire,Year Hired,55.3,8.5,60945,XGBoost
EMP07440,Pamela,Murphy,Sales,Sales Representative,0.0015,Low,Short Tenure,Length Of Hire,Year Hired,27.4,1.5,61194,XGBoost
EMP03244,Denise,Cox,Customer Service,Support Specialist,0.0015,Low,Short Tenure,Length Of Hire,Year Hired,27.5,2.3,61026,XGBoost
EMP06000,Maria,Mueller,IT,Software Developer,0.0015,Low,Short Tenure,Length Of Hire,Year Hired,64.1,10.5,101958,XGBoost
EMP06542,Christopher,Daniel,Operations,Logistics Coordinator,0.0015,Low,Short Tenure,Length Of Hire,Year Hired,24.2,1.6,62076,XGBoost
EMP01616,William,Hale,Operations,Inventory Specialist,0.0015,Low,Short Tenure,Length Of Hire,Year Hired,52.7,1.6,64865,XGBoost
EMP01367,Timothy,Freeman,IT,IT Support Specialist,0.0015,Low,Short Tenure,Length Of Hire,Year Hired,34.9,2.3,60048,XGBoost
EMP06698,Nathan,Hall,Customer Service,Support Specialist,0.0015,Low,Short Tenure,Length Of Hire,Year Hired,39.4,2.4,59870,XGBoost
EMP01299,James,Wilson,Operations,Inventory Specialist,0.0015,Low,Short Tenure,Length Of Hire,Year Hired,30.7,8.5,58347,XGBoost
EMP03397,Johnny,Henry,IT,System Administrator,0.0015,Low,Short Tenure,Length Of Hire,Year Hired,39.1,10.9,77526,XGBoost
EMP00447,Joseph,White,Finance,Accountant,0.0015,Low,Short Tenure,Length Of Hire,Year Hired,28.5,8.5,86643,XGBoost
EMP01277,Joshua,Douglas,Operations,Inventory Specialist,0.0015,Low,Short Tenure,Length Of Hire,Year Hired,46.2,8.3,63153,XGBoost
EMP01713,Alexandra,Fowler,Marketing,Content Creator,0.0015,Low,Short Tenure,Length Of Hire,Year Hired,36.8,10.9,64908,XGBoost
EMP05860,Thomas,Massey,Operations,Inventory Specialist,0.0015,Low,Short Tenure,Length Of Hire,Year Hired,27.6,6.6,58614,XGBoost
EMP01941,George,Rogers,Operations,Logistics Coordinator,0.0015,Low,Short Tenure,Length Of Hire,Year Hired,28.1,2.3,69363,XGBoost
EMP01955,Brian,Bailey,Sales,Sales Representative,0.0015,Low,Short Tenure,Length Of Hire,Year Hired,51.4,9.1,63605,XGBoost
EMP05706,Amanda,Soto,Sales,Sales Consultant,0.0015,Low,Short Tenure,Length Of Hire,Year Hired,37.9,2.4,76288,XGBoost
EMP07175,Hunter,Smith,IT,IT Support Specialist,0.0015,Low,Short Tenure,Length Of Hire,Year Hired,32.0,9.3,63413,XGBoost
EMP04744,Corey,Knapp,Customer Service,Customer Service Manager,0.0015,Low,Short Tenure,Length Of Hire,Year Hired,64.5,4.4,101435,XGBoost
EMP00607,Yolanda,Gonzalez,Operations,Inventory Specialist,0.0015,Low,Short Tenure,Length Of Hire,Year Hired,34.0,4.1,64251,XGBoost
EMP05494,Sandra,Clarke,IT,System Administrator,0.0015,Low,Short Tenure,Length Of Hire,Year Hired,49.9,8.3,78099,XGBoost
EMP03990,Tammy,Brown,Finance,Financial Analyst,0.0015,Low,Short Tenure,Length Of Hire,Year Hired,27.5,2.3,88473,XGBoost
EMP03431,Eddie,Stephenson,IT,System Administrator,0.0015,Low,Short Tenure,Length Of Hire,Year Hired,40.4,9.3,87364,XGBoost
EMP05300,Valerie,Peterson,Operations,Logistics Coordinator,0.0015,Low,Short Tenure,Length Of Hire,Year Hired,43.5,4.4,73090,XGBoost
EMP05310,Brooke,Perez,Marketing,Content Creator,0.0015,Low,Short Tenure,Length Of Hire,Year Hired,40.0,5.3,59608,XGBoost
EMP01363,Timothy,Carroll,IT,Software Developer,0.0015,Low,Short Tenure,Length Of Hire,Year Hired,29.2,6.8,75642,XGBoost
EMP02069,Kevin,Harding,Sales,Sales Specialist,0.0015,Low,Short Tenure,Length Of Hire,Year Hired,52.4,9.8,62558,XGBoost
EMP08598,Hayley,Evans,Sales,Sales Representative,0.0015,Low,Short Tenure,Length Of Hire,Year Hired,37.3,10.7,54900,XGBoost
EMP01535,Gabrielle,Todd,Sales,Sales Representative,0.0015,Low,Short Tenure,Length Of Hire,Year Hired,42.1,4.1,65652,XGBoost
EMP03910,Samantha,Flynn,Operations,Inventory Specialist,0.0015,Low,Short Tenure,Length Of Hire,Year Hired,25.3,5.1,62055,XGBoost
EMP07201,Justin,Jones,Sales,Sales Representative,0.0015,Low,Short Tenure,Length Of Hire,Year Hired,53.9,2.3,65769,XGBoost
EMP07539,Alexandra,Brown,Operations,Operations Analyst,0.0015,Low,Short Tenure,Length Of Hire,Year Hired,43.0,4.7,63808,XGBoost
EMP07924,Kimberly,Beasley,Sales,Sales Representative,0.0015,Low,Short Tenure,Length Of Hire,Year Hired,39.1,6.5,71826,XGBoost
EMP04587,Lisa,Owens,Customer Service,Help Desk Technician,0.0015,Low,Short Tenure,Length Of Hire,Year Hired,47.0,9.3,64758,XGBoost
EMP03593,Eric,Harrison,Operations,Inventory Specialist,0.0015,Low,Short Tenure,Length Of Hire,Year Hired,65.7,10.6,69039,XGBoost
EMP05509,Briana,Wilson,Operations,Logistics Coordinator,0.0015,Low,Short Tenure,Length Of Hire,Year Hired,29.9,11.1,64498,XGBoost
