employee_id,first_name,last_name,department,job_title,state,review_date,review_year,performance,score,yoy_delta
EMP00355,Melissa,Rodriguez,Operations,Inventory Specialist,New York,2022-12-31,2022,Satisfactory,2.7,0.3
EMP00355,Melissa,Rodriguez,Operations,Inventory Specialist,New York,2023-12-31,2023,Satisfactory,3.0,0.3
EMP00356,Ashley,Andrews,Operations,Operations Analyst,Michigan,2021-12-31,2021,Good,4.4,
EMP00356,Ashley,Andrews,Operations,Operations Analyst,Michigan,2022-12-31,2022,Excellent,4.7,0.3
EMP00356,Ashley,Andrews,Operations,Operations Analyst,Michigan,2023-12-31,2023,Excellent,5.0,0.3
EMP00357,Kenneth,Spence,Customer Service,Support Specialist,New York,2021-12-31,2021,Excellent,5.0,
EMP00357,Kenneth,Spence,Customer Service,Support Specialist,New York,2022-12-31,2022,Good,3.7,-1.3
EMP00357,Kenneth,Spence,Customer Service,Support Specialist,New York,2023-12-31,2023,Excellent,5.0,1.3
EMP00358,Randy,Smith,Customer Service,Help Desk Technician,New York,2021-12-31,2021,Poor,1.4,
EMP00358,Randy,Smith,Customer Service,Help Desk Technician,New York,2022-12-31,2022,Needs Improvement,1.7,0.3
EMP00358,Randy,Smith,Customer Service,Help Desk Technician,New York,2023-12-31,2023,Needs Improvement,2.0,0.3
EMP00359,Gina,Garner,Sales,Sales Representative,New York,2021-12-31,2021,Needs Improvement,2.4,
EMP00359,Gina,Garner,Sales,Sales Representative,New York,2022-12-31,2022,Satisfactory,2.7,0.3
EMP00359,Gina,Garner,Sales,Sales Representative,New York,2023-12-31,2023,Good,4.0,1.3
EMP00360,Renee,Mcgee,IT,System Administrator,Illinois,2021-12-31,2021,Poor,1.4,
EMP00360,Renee,Mcgee,IT,System Administrator,Illinois,2022-12-31,2022,Needs Improvement,1.7,0.3
EMP00360,Renee,Mcgee,IT,System Administrator,Illinois,2023-12-31,2023,Needs Improvement,2.0,0.3
EMP00361,Rebecca,Mitchell,Customer Service,Help Desk Technician,New York,2021-12-31,2021,Good,4.4,
EMP00361,Rebecca,Mitchell,Customer Service,Help Desk Technician,New York,2022-12-31,2022,Excellent,4.7,0.3
EMP00361,Rebecca,Mitchell,Customer Service,Help Desk Technician,New York,2023-12-31,2023,Excellent,5.0,0.3
EMP00362,Jerry,Pham,Operations,Logistics Coordinator,New York,2021-12-31,2021,Poor,1.0,
EMP00362,Jerry,Pham,Operations,Logistics Coordinator,New York,2022-12-31,2022,Poor,1.0,0.0
EMP00362,Jerry,Pham,Operations,Logistics Coordinator,New York,2023-12-31,2023,Poor,1.0,0.0
EMP00363,Dana,Oliver,IT,Software Developer,New York,2021-12-31,2021,Good,4.4,
EMP00363,Dana,Oliver,IT,Software Developer,New York,2022-12-31,2022,Excellent,5.0,0.6
EMP00363,Dana,Oliver,IT,Software Developer,New York,2023-12-31,2023,Excellent,5.0,0.0
EMP00364,Karla,Saunders,Operations,Inventory Specialist,Pennsylvania,2021-12-31,2021,Poor,1.4,
EMP00364,Karla,Saunders,Operations,Inventory Specialist,Pennsylvania,2022-12-31,2022,Needs Improvement,1.7,0.3
EMP00364,Karla,Saunders,Operations,Inventory Specialist,Pennsylvania,2023-12-31,2023,Needs Improvement,2.0,0.3
EMP00365,Mary,Fuller,IT,System Administrator,New York,2021-12-31,2021,Poor,1.4,
EMP00365,Mary,Fuller,IT,System Administrator,New York,2022-12-31,2022,Needs Improvement,1.7,0.3
EMP00365,Mary,Fuller,IT,System Administrator,New York,2023-12-31,2023,Poor,1.0,-0.7
EMP00366,Courtney,Williams,Finance,Accountant,New York,2021-12-31,2021,Poor,1.4,
EMP00366,Courtney,Williams,Finance,Accountant,New York,2022-12-31,2022,Needs Improvement,1.7,0.3
EMP00366,Courtney,Williams,Finance,Accountant,New York,2023-12-31,2023,Poor,1.0,-0.7
EMP00367,Scott,Riley,IT,Software Developer,New York,2021-12-31,2021,Needs Improvement,2.4,
EMP00367,Scott,Riley,IT,Software Developer,New York,2022-12-31,2022,Satisfactory,2.7,0.3
EMP00367,Scott,Riley,IT,Software Developer,New York,2023-12-31,2023,Satisfactory,3.0,0.3
EMP00368,David,Browning,IT,IT Support Specialist,Michigan,2021-12-31,2021,Good,4.4,
EMP00368,David,Browning,IT,IT Support Specialist,Michigan,2022-12-31,2022,Good,3.7,-0.7
EMP00368,David,Browning,IT,IT Support Specialist,Michigan,2023-12-31,2023,Excellent,5.0,1.3
EMP00369,Julie,Thompson,IT,System Administrator,New York,2021-12-31,2021,Satisfactory,3.4,
EMP00369,Julie,Thompson,IT,System Administrator,New York,2022-12-31,2022,Excellent,4.7,1.3
EMP00369,Julie,Thompson,IT,System Administrator,New York,2023-12-31,2023,Excellent,5.0,0.3
EMP00370,Kristin,Walter,Finance,Accountant,New York,2021-12-31,2021,Poor,1.0,
EMP00370,Kristin,Walter,Finance,Accountant,New York,2022-12-31,2022,Poor,1.0,0.0
EMP00370,Kristin,Walter,Finance,Accountant,New York,2023-12-31,2023,Poor,1.0,0.0
EMP00371,Alyssa,Mcintyre,Finance,Accountant,Michigan,2021-12-31,2021,Needs Improvement,2.4,
EMP00371,Alyssa,Mcintyre,Finance,Accountant,Michigan,2022-12-31,2022,Satisfactory,2.7,0.3
EMP00371,Alyssa,Mcintyre,Finance,Accountant,Michigan,2023-12-31,2023,Satisfactory,3.0,0.3
EMP00372,Franklin,Sloan,Operations,Operations Analyst,New York,2021-12-31,2021,Poor,1.0,
EMP00372,Franklin,Sloan,Operations,Operations Analyst,New York,2022-12-31,2022,Needs Improvement,1.7,0.7
EMP00372,Franklin,Sloan,Operations,Operations Analyst,New York,2023-12-31,2023,Poor,1.0,-0.7
EMP00373,Tammy,Phillips,Customer Service,Support Specialist,New York,2021-12-31,2021,Good,4.4,
EMP00373,Tammy,Phillips,Customer Service,Support Specialist,New York,2022-12-31,2022,Excellent,5.0,0.6
EMP00373,Tammy,Phillips,Customer Service,Support Specialist,New York,2023-12-31,2023,Excellent,5.0,0.0
EMP00374,Matthew,Wilson,Marketing,Content Creator,Illinois,2021-12-31,2021,Needs Improvement,2.4,
EMP00374,Matthew,Wilson,Marketing,Content Creator,Illinois,2022-12-31,2022,Good,3.7,1.3
EMP00374,Matthew,Wilson,Marketing,Content Creator,Illinois,2023-12-31,2023,Satisfactory,3.0,-0.7
EMP00375,Donald,Levy,Customer Service,Help Desk Technician,Michigan,2021-12-31,2021,Needs Improvement,2.4,
EMP00375,Donald,Levy,Customer Service,Help Desk Technician,Michigan,2022-12-31,2022,Needs Improvement,1.7,-0.7
EMP00375,Donald,Levy,Customer Service,Help Desk Technician,Michigan,2023-12-31,2023,Needs Improvement,2.0,0.3
EMP00376,Erica,Craig,Sales,Sales Representative,New York,2021-12-31,2021,Poor,1.0,
EMP00376,Erica,Craig,Sales,Sales Representative,New York,2022-12-31,2022,Needs Improvement,1.7,0.7
EMP00376,Erica,Craig,Sales,Sales Representative,New York,2023-12-31,2023,Poor,1.0,-0.7
EMP00377,Tammy,Ballard,IT,IT Support Specialist,New York,2021-12-31,2021,Poor,1.4,
EMP00377,Tammy,Ballard,IT,IT Support Specialist,New York,2022-12-31,2022,Needs Improvement,1.7,0.3
EMP00377,Tammy,Ballard,IT,IT Support Specialist,New York,2023-12-31,2023,Needs Improvement,2.0,0.3
EMP00378,Christopher,Foster,HR,HR Coordinator,New York,2021-12-31,2021,Needs Improvement,2.4,
EMP00378,Christopher,Foster,HR,HR Coordinator,New York,2022-12-31,2022,Satisfactory,2.7,0.3
EMP00378,Christopher,Foster,HR,HR Coordinator,New York,2023-12-31,2023,Satisfactory,3.0,0.3
EMP00379,Amanda,Gibson,Customer Service,Support Specialist,New York,2021-12-31,2021,Excellent,5.0,
EMP00379,Amanda,Gibson,Customer Service,Support Specialist,New York,2022-12-31,2022,Excellent,4.7,-0.3
EMP00379,Amanda,Gibson,Customer Service,Support Specialist,New York,2023-12-31,2023,Excellent,5.0,0.3
EMP00380,Kaitlyn,Baker,Sales,Sales Representative,Illinois,2021-12-31,2021,Poor,1.4,
EMP00380,Kaitlyn,Baker,Sales,Sales Representative,Illinois,2022-12-31,2022,Poor,1.0,-0.4
EMP00380,Kaitlyn,Baker,Sales,Sales Representative,Illinois,2023-12-31,2023,Needs Improvement,2.0,1.0
EMP00381,Lynn,Bentley,Marketing,Marketing Coordinator,New York,2021-12-31,2021,Poor,1.4,
EMP00381,Lynn,Bentley,Marketing,Marketing Coordinator,New York,2022-12-31,2022,Needs Improvement,1.7,0.3
EMP00381,Lynn,Bentley,Marketing,Marketing Coordinator,New York,2023-12-31,2023,Needs Improvement,2.0,0.3
EMP00382,Emily,Ruiz,Operations,Inventory Specialist,Pennsylvania,2021-12-31,2021,Excellent,5.0,
EMP00382,Emily,Ruiz,Operations,Inventory Specialist,Pennsylvania,2022-12-31,2022,Excellent,4.7,-0.3
EMP00382,Emily,Ruiz,Operations,Inventory Specialist,Pennsylvania,2023-12-31,2023,Excellent,5.0,0.3
EMP00383,Nicole,Hoffman,Sales,Sales Representative,New York,2021-12-31,2021,Poor,1.0,
EMP00383,Nicole,Hoffman,Sales,Sales Representative,New York,2022-12-31,2022,Poor,1.0,0.0
EMP00383,Nicole,Hoffman,Sales,Sales Representative,New York,2023-12-31,2023,Needs Improvement,2.0,1.0
EMP00384,Chelsea,Holland,Customer Service,Customer Service Representative,Illinois,2021-12-31,2021,Needs Improvement,2.4,
EMP00384,Chelsea,Holland,Customer Service,Customer Service Representative,Illinois,2022-12-31,2022,Satisfactory,2.7,0.3
EMP00384,Chelsea,Holland,Customer Service,Customer Service Representative,Illinois,2023-12-31,2023,Satisfactory,3.0,0.3
EMP00385,Madison,Blankenship,Sales,Sales Representative,New York,2021-12-31,2021,Satisfactory,3.4,
EMP00385,Madison,Blankenship,Sales,Sales Representative,New York,2022-12-31,2022,Good,3.7,0.3
EMP00385,Madison,Blankenship,Sales,Sales Representative,New York,2023-12-31,2023,Good,4.0,0.3
EMP00386,Debra,Wilson,Sales,Sales Representative,New York,2021-12-31,2021,Poor,1.0,
EMP00386,Debra,Wilson,Sales,Sales Representative,New York,2022-12-31,2022,Poor,1.0,0.0
EMP00386,Debra,Wilson,Sales,Sales Representative,New York,2023-12-31,2023,Needs Improvement,2.0,1.0
EMP00387,Sophia,Torres,Customer Service,Help Desk Technician,New York,2021-12-31,2021,Good,4.4,
EMP00387,Sophia,Torres,Customer Service,Help Desk Technician,New York,2022-12-31,2022,Excellent,5.0,0.6
EMP00387,Sophia,Torres,Customer Service,Help Desk Technician,New York,2023-12-31,2023,Excellent,5.0,0.0
EMP00388,Darren,Young,Sales,Sales Consultant,New York,2021-12-31,2021,Good,4.4,
EMP00388,Darren,Young,Sales,Sales Consultant,New York,2022-12-31,2022,Excellent,5.0,0.6
EMP00388,Darren,Young,Sales,Sales Consultant,New York,2023-12-31,2023,Excellent,5.0,0.0
EMP00389,Derek,Chavez,Finance,Accounts Payable Specialist,New York,2021-12-31,2021,Good,4.4,
EMP00389,Derek,Chavez,Finance,Accounts Payable Specialist,New York,2022-12-31,2022,Excellent,4.7,0.3
EMP00389,Derek,Chavez,Finance,Accounts Payable Specialist,New York,2023-12-31,2023,Excellent,5.0,0.3
EMP00390,Stacy,Horton,Marketing,SEO Specialist,New York,2021-12-31,2021,Good,4.4,
EMP00390,Stacy,Horton,Marketing,SEO Specialist,New York,2022-12-31,2022,Excellent,4.7,0.3
EMP00390,Stacy,Horton,Marketing,SEO Specialist,New York,2023-12-31,2023,Good,4.0,-0.7
EMP00391,Robert,Newton,Operations,Logistics Coordinator,New York,2021-12-31,2021,Poor,1.4,
EMP00391,Robert,Newton,Operations,Logistics Coordinator,New York,2022-12-31,2022,Satisfactory,2.7,1.3
EMP00391,Robert,Newton,Operations,Logistics Coordinator,New York,2023-12-31,2023,Good,4.0,1.3
EMP00392,Nicole,Pena,Finance,Accounts Payable Specialist,New York,2021-12-31,2021,Poor,1.4,
EMP00392,Nicole,Pena,Finance,Accounts Payable Specialist,New York,2022-12-31,2022,Satisfactory,2.7,1.3
EMP00392,Nicole,Pena,Finance,Accounts Payable Specialist,New York,2023-12-31,2023,Satisfactory,3.0,0.3
EMP00393,Tracy,Russell,Customer Service,Help Desk Technician,Illinois,2021-12-31,2021,Poor,1.0,
EMP00393,Tracy,Russell,Customer Service,Help Desk Technician,Illinois,2022-12-31,2022,Poor,1.0,0.0
EMP00393,Tracy,Russell,Customer Service,Help Desk Technician,Illinois,2023-12-31,2023,Poor,1.0,0.0
EMP00394,Antonio,Wood,Operations,Inventory Specialist,Pennsylvania,2021-12-31,2021,Poor,1.4,
EMP00394,Antonio,Wood,Operations,Inventory Specialist,Pennsylvania,2022-12-31,2022,Needs Improvement,1.7,0.3
EMP00394,Antonio,Wood,Operations,Inventory Specialist,Pennsylvania,2023-12-31,2023,Satisfactory,3.0,1.3
EMP00395,Sean,Young,Sales,Sales Representative,New York,2021-12-31,2021,Satisfactory,3.4,
EMP00395,Sean,Young,Sales,Sales Representative,New York,2022-12-31,2022,Excellent,4.7,1.3
EMP00395,Sean,Young,Sales,Sales Representative,New York,2023-12-31,2023,Good,4.0,-0.7
EMP00396,Cory,Jennings,Marketing,Marketing Coordinator,New York,2021-12-31,2021,Good,4.4,
EMP00396,Cory,Jennings,Marketing,Marketing Coordinator,New York,2022-12-31,2022,Excellent,4.7,0.3
EMP00396,Cory,Jennings,Marketing,Marketing Coordinator,New York,2023-12-31,2023,Excellent,5.0,0.3
EMP00397,Rachel,Newman,Sales,Sales Representative,New York,2021-12-31,2021,Satisfactory,3.4,
EMP00397,Rachel,Newman,Sales,Sales Representative,New York,2022-12-31,2022,Good,3.7,0.3
EMP00397,Rachel,Newman,Sales,Sales Representative,New York,2023-12-31,2023,Good,4.0,0.3
EMP00398,Raymond,Lopez,IT,System Administrator,New York,2021-12-31,2021,Excellent,5.0,
EMP00398,Raymond,Lopez,IT,System Administrator,New York,2022-12-31,2022,Excellent,4.7,-0.3
EMP00398,Raymond,Lopez,IT,System Administrator,New York,2023-12-31,2023,Excellent,5.0,0.3
EMP00399,Stacy,Holloway,Operations,Inventory Specialist,New York,2021-12-31,2021,Satisfactory,3.4,
EMP00399,Stacy,Holloway,Operations,Inventory Specialist,New York,2022-12-31,2022,Excellent,4.7,1.3
EMP00399,Stacy,Holloway,Operations,Inventory Specialist,New York,2023-12-31,2023,Excellent,5.0,0.3
EMP00400,Elizabeth,May,IT,Software Developer,New York,2021-12-31,2021,Needs Improvement,2.4,
EMP00400,Elizabeth,May,IT,Software Developer,New York,2022-12-31,2022,Satisfactory,2.7,0.3
EMP00400,Elizabeth,May,IT,Software Developer,New York,2023-12-31,2023,Satisfactory,3.0,0.3
EMP00401,Tasha,Williams,Sales,Sales Representative,Michigan,2021-12-31,2021,Satisfactory,3.4,
EMP00401,Tasha,Williams,Sales,Sales Representative,Michigan,2022-12-31,2022,Satisfactory,2.7,-0.7
EMP00401,Tasha,Williams,Sales,Sales Representative,Michigan,2023-12-31,2023,Satisfactory,3.0,0.3
EMP00402,John,Martinez,Sales,Sales Manager,Illinois,2021-12-31,2021,Good,4.4,
EMP00402,John,Martinez,Sales,Sales Manager,Illinois,2022-12-31,2022,Excellent,4.7,0.3
EMP00402,John,Martinez,Sales,Sales Manager,Illinois,2023-12-31,2023,Excellent,5.0,0.3
EMP00403,Jamie,Gallegos,Sales,Sales Specialist,Illinois,2021-12-31,2021,Satisfactory,3.4,
EMP00403,Jamie,Gallegos,Sales,Sales Specialist,Illinois,2022-12-31,2022,Satisfactory,2.7,-0.7
EMP00403,Jamie,Gallegos,Sales,Sales Specialist,Illinois,2023-12-31,2023,Excellent,5.0,2.3
EMP00404,Jamie,Robinson,IT,Software Developer,New York,2021-12-31,2021,Good,4.4,
EMP00404,Jamie,Robinson,IT,Software Developer,New York,2022-12-31,2022,Good,3.7,-0.7
EMP00404,Jamie,Robinson,IT,Software Developer,New York,2023-12-31,2023,Excellent,5.0,1.3
EMP00405,Jesse,Schroeder,Finance,Accounts Payable Specialist,Ohio,2021-12-31,2021,Needs Improvement,2.4,
EMP00405,Jesse,Schroeder,Finance,Accounts Payable Specialist,Ohio,2022-12-31,2022,Satisfactory,2.7,0.3
EMP00405,Jesse,Schroeder,Finance,Accounts Payable Specialist,Ohio,2023-12-31,2023,Satisfactory,3.0,0.3
EMP00406,Rachel,Smith,Finance,Accountant,New York,2021-12-31,2021,Needs Improvement,2.4,
EMP00406,Rachel,Smith,Finance,Accountant,New York,2022-12-31,2022,Good,3.7,1.3
EMP00406,Rachel,Smith,Finance,Accountant,New York,2023-12-31,2023,Satisfactory,3.0,-0.7
EMP00407,Tracey,Huerta,Sales,Sales Representative,Pennsylvania,2021-12-31,2021,Good,4.4,
EMP00407,Tracey,Huerta,Sales,Sales Representative,Pennsylvania,2022-12-31,2022,Excellent,4.7,0.3
EMP00407,Tracey,Huerta,Sales,Sales Representative,Pennsylvania,2023-12-31,2023,Excellent,5.0,0.3
EMP00408,John,Thompson,Operations,Operations Analyst,New York,2021-12-31,2021,Good,4.4,
EMP00408,John,Thompson,Operations,Operations Analyst,New York,2022-12-31,2022,Excellent,4.7,0.3
EMP00408,John,Thompson,Operations,Operations Analyst,New York,2023-12-31,2023,Excellent,5.0,0.3
EMP00409,Michelle,Anderson,Customer Service,Customer Service Manager,New York,2021-12-31,2021,Good,4.4,
EMP00409,Michelle,Anderson,Customer Service,Customer Service Manager,New York,2022-12-31,2022,Excellent,4.7,0.3
EMP00409,Michelle,Anderson,Customer Service,Customer Service Manager,New York,2023-12-31,2023,Excellent,5.0,0.3
EMP00410,Kristy,Young,Sales,Sales Consultant,New York,2021-12-31,2021,Poor,1.4,
EMP00410,Kristy,Young,Sales,Sales Consultant,New York,2022-12-31,2022,Needs Improvement,1.7,0.3
EMP00410,Kristy,Young,Sales,Sales Consultant,New York,2023-12-31,2023,Needs Improvement,2.0,0.3
EMP00411,Alfred,Baker,Customer Service,Customer Service Representative,New York,2021-12-31,2021,Good,4.4,
EMP00411,Alfred,Baker,Customer Service,Customer Service Representative,New York,2022-12-31,2022,Excellent,4.7,0.3
EMP00411,Alfred,Baker,Customer Service,Customer Service Representative,New York,2023-12-31,2023,Good,4.0,-0.7
EMP00412,Judy,Fox,Customer Service,Support Specialist,New York,2021-12-31,2021,Needs Improvement,2.4,
EMP00412,Judy,Fox,Customer Service,Support Specialist,New York,2022-12-31,2022,Satisfactory,2.7,0.3
EMP00412,Judy,Fox,Customer Service,Support Specialist,New York,2023-12-31,2023,Needs Improvement,2.0,-0.7
EMP00413,Bryce,West,Operations,Logistics Coordinator,New York,2021-12-31,2021,Poor,1.4,
EMP00413,Bryce,West,Operations,Logistics Coordinator,New York,2022-12-31,2022,Needs Improvement,1.7,0.3
EMP00413,Bryce,West,Operations,Logistics Coordinator,New York,2023-12-31,2023,Good,4.0,2.3
EMP00414,William,Rodriguez,Operations,Logistics Coordinator,New York,2021-12-31,2021,Poor,1.0,
EMP00414,William,Rodriguez,Operations,Logistics Coordinator,New York,2022-12-31,2022,Poor,1.0,0.0
EMP00414,William,Rodriguez,Operations,Logistics Coordinator,New York,2023-12-31,2023,Poor,1.0,0.0
EMP00415,Jeffrey,Gilbert,Operations,Logistics Coordinator,New York,2021-12-31,2021,Needs Improvement,2.4,
EMP00415,Jeffrey,Gilbert,Operations,Logistics Coordinator,New York,2022-12-31,2022,Satisfactory,2.7,0.3
EMP00415,Jeffrey,Gilbert,Operations,Logistics Coordinator,New York,2023-12-31,2023,Satisfactory,3.0,0.3
EMP00416,Krista,Camacho,Marketing,Marketing Coordinator,New York,2021-12-31,2021,Needs Improvement,2.4,
EMP00416,Krista,Camacho,Marketing,Marketing Coordinator,New York,2022-12-31,2022,Satisfactory,2.7,0.3
EMP00416,Krista,Camacho,Marketing,Marketing Coordinator,New York,2023-12-31,2023,Satisfactory,3.0,0.3
EMP00417,Kevin,Schneider,Operations,Logistics Coordinator,New York,2021-12-31,2021,Poor,1.4,
EMP00417,Kevin,Schneider,Operations,Logistics Coordinator,New York,2022-12-31,2022,Needs Improvement,1.7,0.3
EMP00417,Kevin,Schneider,Operations,Logistics Coordinator,New York,2023-12-31,2023,Needs Improvement,2.0,0.3
EMP00418,Bruce,Mendoza,IT,System Administrator,Ohio,2021-12-31,2021,Good,4.4,
EMP00418,Bruce,Mendoza,IT,System Administrator,Ohio,2022-12-31,2022,Excellent,4.7,0.3
EMP00418,Bruce,Mendoza,IT,System Administrator,Ohio,2023-12-31,2023,Excellent,5.0,0.3
EMP00419,Ronald,Rodriguez,Marketing,Content Creator,New York,2021-12-31,2021,Needs Improvement,2.4,
EMP00419,Ronald,Rodriguez,Marketing,Content Creator,New York,2022-12-31,2022,Needs Improvement,1.7,-0.7
EMP00419,Ronald,Rodriguez,Marketing,Content Creator,New York,2023-12-31,2023,Satisfactory,3.0,1.3
EMP00420,Renee,Jones,Operations,Inventory Specialist,New York,2021-12-31,2021,Needs Improvement,2.4,
EMP00420,Renee,Jones,Operations,Inventory Specialist,New York,2022-12-31,2022,Good,3.7,1.3
EMP00420,Renee,Jones,Operations,Inventory Specialist,New York,2023-12-31,2023,Satisfactory,3.0,-0.7
EMP00421,Marc,Hernandez,Customer Service,Support Specialist,New York,2021-12-31,2021,Poor,1.4,
EMP00421,Marc,Hernandez,Customer Service,Support Specialist,New York,2022-12-31,2022,Needs Improvement,1.7,0.3
EMP00421,Marc,Hernandez,Customer Service,Support Specialist,New York,2023-12-31,2023,Satisfactory,3.0,1.3
EMP00422,Joshua,Schultz,Customer Service,Customer Service Representative,New York,2021-12-31,2021,Poor,1.0,
EMP00422,Joshua,Schultz,Customer Service,Customer Service Representative,New York,2022-12-31,2022,Poor,1.0,0.0
EMP00422,Joshua,Schultz,Customer Service,Customer Service Representative,New York,2023-12-31,2023,Needs Improvement,2.0,1.0
EMP00423,Jennifer,James,Customer Service,Customer Service Representative,North Carolina,2021-12-31,2021,Good,4.4,
EMP00423,Jennifer,James,Customer Service,Customer Service Representative,North Carolina,2022-12-31,2022,Excellent,4.7,0.3
EMP00423,Jennifer,James,Customer Service,Customer Service Representative,North Carolina,2023-12-31,2023,Good,4.0,-0.7
EMP00424,Alyssa,Chavez,Marketing,Marketing Coordinator,New York,2021-12-31,2021,Needs Improvement,2.4,
EMP00424,Alyssa,Chavez,Marketing,Marketing Coordinator,New York,2022-12-31,2022,Satisfactory,2.7,0.3
EMP00424,Alyssa,Chavez,Marketing,Marketing Coordinator,New York,2023-12-31,2023,Satisfactory,3.0,0.3
EMP00425,Russell,Mcguire,Sales,Sales Consultant,New York,2021-12-31,2021,Needs Improvement,2.4,
EMP00425,Russell,Mcguire,Sales,Sales Consultant,New York,2022-12-31,2022,Satisfactory,2.7,0.3
EMP00425,Russell,Mcguire,Sales,Sales Consultant,New York,2023-12-31,2023,Satisfactory,3.0,0.3
EMP00426,Melissa,Curtis,Operations,Operations Analyst,West Virginia,2021-12-31,2021,Satisfactory,3.4,
EMP00426,Melissa,Curtis,Operations,Operations Analyst,West Virginia,2022-12-31,2022,Satisfactory,2.7,-0.7
EMP00426,Melissa,Curtis,Operations,Operations Analyst,West Virginia,2023-12-31,2023,Satisfactory,3.0,0.3
EMP00427,Andrea,Glenn,Customer Service,Support Specialist,New York,2021-12-31,2021,Needs Improvement,2.4,
EMP00427,Andrea,Glenn,Customer Service,Support Specialist,New York,2022-12-31,2022,Needs Improvement,1.7,-0.7
EMP00427,Andrea,Glenn,Customer Service,Support Specialist,New York,2023-12-31,2023,Satisfactory,3.0,1.3
EMP00428,Shannon,Perez,Operations,Operations Analyst,West Virginia,2021-12-31,2021,Needs Improvement,2.4,
EMP00428,Shannon,Perez,Operations,Operations Analyst,West Virginia,2022-12-31,2022,Satisfactory,2.7,0.3
EMP00428,Shannon,Perez,Operations,Operations Analyst,West Virginia,2023-12-31,2023,Satisfactory,3.0,0.3
EMP00429,Maria,Ross,Customer Service,Customer Service Representative,Virginia,2021-12-31,2021,Poor,1.4,
EMP00429,Maria,Ross,Customer Service,Customer Service Representative,Virginia,2022-12-31,2022,Needs Improvement,1.7,0.3
EMP00429,Maria,Ross,Customer Service,Customer Service Representative,Virginia,2023-12-31,2023,Satisfactory,3.0,1.3
EMP00430,Cody,Simmons,Operations,Logistics Coordinator,New York,2021-12-31,2021,Satisfactory,3.4,
EMP00430,Cody,Simmons,Operations,Logistics Coordinator,New York,2022-12-31,2022,Good,3.7,0.3
EMP00430,Cody,Simmons,Operations,Logistics Coordinator,New York,2023-12-31,2023,Good,4.0,0.3
EMP00431,Jonathan,Mckay,Customer Service,Customer Service Representative,New York,2021-12-31,2021,Satisfactory,3.4,
EMP00431,Jonathan,Mckay,Customer Service,Customer Service Representative,New York,2022-12-31,2022,Excellent,4.7,1.3
EMP00431,Jonathan,Mckay,Customer Service,Customer Service Representative,New York,2023-12-31,2023,Good,4.0,-0.7
EMP00432,Sandra,Jones,Operations,Inventory Specialist,New York,2021-12-31,2021,Poor,1.0,
EMP00432,Sandra,Jones,Operations,Inventory Specialist,New York,2022-12-31,2022,Poor,1.0,0.0
EMP00432,Sandra,Jones,Operations,Inventory Specialist,New York,2023-12-31,2023,Poor,1.0,0.0
EMP00433,Christopher,Reynolds,Marketing,SEO Specialist,New York,2021-12-31,2021,Good,4.4,
EMP00433,Christopher,Reynolds,Marketing,SEO Specialist,New York,2022-12-31,2022,Excellent,5.0,0.6
EMP00433,Christopher,Reynolds,Marketing,SEO Specialist,New York,2023-12-31,2023,Excellent,5.0,0.0
EMP00434,Joanne,Cain,IT,Software Developer,New York,2021-12-31,2021,Poor,1.0,
EMP00434,Joanne,Cain,IT,Software Developer,New York,2022-12-31,2022,Poor,1.0,0.0
EMP00434,Joanne,Cain,IT,Software Developer,New York,2023-12-31,2023,Poor,1.0,0.0
EMP00435,Brian,Frye,Operations,Logistics Coordinator,New York,2021-12-31,2021,Poor,1.0,
EMP00435,Brian,Frye,Operations,Logistics Coordinator,New York,2022-12-31,2022,Needs Improvement,1.7,0.7
EMP00435,Brian,Frye,Operations,Logistics Coordinator,New York,2023-12-31,2023,Needs Improvement,2.0,0.3
EMP00436,Mark,Martinez,Sales,Sales Specialist,New York,2021-12-31,2021,Needs Improvement,2.4,
EMP00436,Mark,Martinez,Sales,Sales Specialist,New York,2022-12-31,2022,Satisfactory,2.7,0.3
EMP00436,Mark,Martinez,Sales,Sales Specialist,New York,2023-12-31,2023,Needs Improvement,2.0,-0.7
EMP00437,Morgan,Pugh,Finance,Financial Analyst,Illinois,2021-12-31,2021,Poor,1.4,
EMP00437,Morgan,Pugh,Finance,Financial Analyst,Illinois,2022-12-31,2022,Satisfactory,2.7,1.3
EMP00437,Morgan,Pugh,Finance,Financial Analyst,Illinois,2023-12-31,2023,Poor,1.0,-1.7
EMP00438,Miranda,Griffith,Marketing,Content Creator,New York,2021-12-31,2021,Good,4.4,
EMP00438,Miranda,Griffith,Marketing,Content Creator,New York,2022-12-31,2022,Excellent,4.7,0.3
EMP00438,Miranda,Griffith,Marketing,Content Creator,New York,2023-12-31,2023,Excellent,5.0,0.3
EMP00439,Caroline,Bell,IT,IT Support Specialist,New York,2021-12-31,2021,Good,4.4,
EMP00439,Caroline,Bell,IT,IT Support Specialist,New York,2022-12-31,2022,Excellent,4.7,0.3
EMP00439,Caroline,Bell,IT,IT Support Specialist,New York,2023-12-31,2023,Excellent,5.0,0.3
EMP00440,William,Moore,IT,System Administrator,New York,2021-12-31,2021,Good,4.4,
EMP00440,William,Moore,IT,System Administrator,New York,2022-12-31,2022,Excellent,5.0,0.6
EMP00440,William,Moore,IT,System Administrator,New York,2023-12-31,2023,Good,4.0,-1.0
EMP00441,Jeffrey,Rodriguez,Finance,Financial Analyst,New York,2021-12-31,2021,Needs Improvement,2.4,
